class	class_uri	slot	slot_uri	close_mappings	exact_mappings	mappings	abstract	alias	aliases	annotation_simple_dict_value	any_of	comments	conforms_to	deprecated	description	domain	example_values	identifier	ifabsent	in_subset	inherited	inlined	is_a	key	list_elements_ordered	multivalued	notes	range	range_expression	rank	readonly	recommended	required	see_also	singular_name	status
class_definition		id_prefixes_are_closed													If true, then the id_prefixes slot is treated as being closed, and any use of an id that does not have this prefix is considered a violation.	element												boolean						https://github.com/linkml/linkml/issues/194		
class_definition		implements													An element in another schema which this element conforms to. The referenced element is not imported into the schema for the implementing element. However, the referenced schema may be used to check conformance of the implementing element.	element										True		uriorcurie								
class_definition		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
class_definition		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
class_definition		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
class_definition		instantiates													An element in another schema which this element instantiates.	element										True		uriorcurie								
class_definition		is_a					True								A primary parent class from which inheritable metaslots are propagated					SpecificationSubset|BasicSubset|ObjectOrientedProfile|OwlProfile								class_definition		11.0						
class_definition		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
class_definition		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
class_definition		local_names														element						True				True		local_name								
class_definition		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
class_definition		mixin							trait						Indicates the class or slot is intended to be inherited from without being an is_a parent. mixins should not be inherited from using is_a, except by other mixins.	definition				SpecificationSubset|BasicSubset|ObjectOrientedProfile								boolean						https://en.wikipedia.org/wiki/Mixin		
class_definition		mixins							traits			mixins act in the same way as parents (is_a). They allow a model to have a primary strict hierarchy, while keeping the benefits of multiple inheritance			A collection of secondary parent mixin classes from which inheritable metaslots are propagated					SpecificationSubset|BasicSubset|ObjectOrientedProfile|OwlProfile						True		class_definition		13.0				https://en.wikipedia.org/wiki/Mixin		
class_definition		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
class_definition		name	rdfs:label		schema:name				short name|unique name						the unique name of the element within the context of the schema.  Name is combined with the default prefix to form the globally unique subject of the target class.	element		True		SpecificationSubset|OwlProfile|MinimalSubset|BasicSubset|RelationalModelProfile|ObjectOrientedProfile								string		1.0				https://en.wikipedia.org/wiki/Data_element_name|https://linkml.io/linkml/faq/modeling.html#why-are-my-class-names-translated-to-camelcase		
class_definition		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
class_definition		none_of			sh:not										holds if none of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_class_expression		105.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_definition		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
class_definition		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
class_definition		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
class_definition		represents_relationship							is_reified			in the context of Entity-Relationship (ER) modeling, this is used to state that a class models a relationship between entities, and should be drawn with a diamond|in the context of RDF, this should be used when instances of the class are `rdf:Statement`s|in the context of property graphs, this should be used when a class is used to represent an edge that connects nodes			true if this class represents a relationship rather than an entity	class_definition					True							boolean						rdf:Statement|https://patterns.dataincubator.org/book/qualified-relation.html		testing
class_definition		rules	sh:rule												the collection of rules that apply to all members of this class	class_definition				SpecificationSubset		True				True		class_rule								
class_definition		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
class_definition		slot_conditions													expresses constraints on a group of slots for a class expression	class_expression				SpecificationSubset		True				True		slot_definition								
class_definition		slot_names_unique													if true then induced/mangled slot names are not created for class_usage and attributes	definition												boolean								testing
class_definition		slot_usage										Many slots may be reused across different classes, but the meaning of the slot may be refined by context. For example, a generic association model may use slots subject/predicate/object with generic semantics and minimal constraints. When this is subclasses, e.g. to disease-phenotype associations then slot usage may specify both local naming (e.g. subject=disease) and local constraints			the refinement of a slot in the context of the containing class definition.	class_definition				SpecificationSubset|BasicSubset		True				True		slot_definition		23.0						
class_definition		slots										the list of applicable slots is inherited from parent classes|This defines the set of slots that are allowed to be used for a given class. The final list of slots for a class is the combination of the parent (is a) slots, mixins slots, apply to slots minus the slot usage entries.			collection of slot names that are applicable to a class	class_definition				SpecificationSubset|BasicSubset						True		slot_definition		19.0						
class_definition		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
class_definition		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
class_definition		string_serialization													"Used on a slot that stores the string serialization of the containing object. The syntax follows python formatted strings, with slot names enclosed in {}s. These are expanded using the values of those slots.
We call the slot with the serialization the s-slot, the slots used in the {}s are v-slots. If both s-slots and v-slots are populated on an object then the value of the s-slot should correspond to the expansion.
Implementations of frameworks may choose to use this property to either (a) PARSE: implement automated normalizations by parsing denormalized strings into complex objects (b) GENERATE: implement automated to_string labeling of complex objects
For example, a Measurement class may have 3 fields: unit, value, and string_value. The string_value slot may have a string_serialization of {value}{unit} such that if unit=cm and value=2, the value of string_value shouldd be 2cm"	definition				SpecificationSubset	False							string						https://github.com/linkml/issues/128		
class_definition		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
class_definition		subclass_of		rdfs:subClassOf										Use is_a instead	DEPRECATED -- rdfs:subClassOf to be emitted in OWL generation	class_definition												uriorcurie								
class_definition		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
class_definition		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
class_definition		tree_root													Indicates that this is the Container class which forms the root of the serialized document structure in tree serializations	class_definition				SpecificationSubset|BasicSubset							each schema should have at most one tree root	boolean		31.0				https://linkml.io/linkml/intro/tutorial02.html		
class_definition		union_of													indicates that the domain element consists exactly of the members of the element in the range.	element				SpecificationSubset|OwlProfile						True	this only applies in the OWL generation	class_definition								
class_definition		unique_keys			owl:hasKey										A collection of named unique keys for this class. Unique keys may be singular or compound.	class_definition				SpecificationSubset|BasicSubset|RelationalModelProfile		True				True		unique_key						https://linkml.io/linkml/schemas/constraints.html#unique-key		
class_definition		values_from													"The identifier of a ""value set"" -- a set of identifiers that form the possible values for the range of a slot. Note: this is different than 'subproperty_of' in that 'subproperty_of' is intended to be a single ontology term while 'values_from' is the identifier of an entire value set.  Additionally, this is different than an enumeration in that in an enumeration, the values of the enumeration are listed directly in the model itself. Setting this property on a slot does not guarantee an expansion of the ontological hierarchy into an enumerated list of possible values in every serialization of the model."	definition										True		uriorcurie								testing
class_expression		all_of			sh:and										holds if all of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_class_expression		107.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_expression		any_of			sh:or										holds if at least one of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_class_expression		101.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_expression		exactly_one_of			sh:xone										holds if only one of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_class_expression		103.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_expression		none_of			sh:not										holds if none of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_class_expression		105.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_expression		slot_conditions													expresses constraints on a group of slots for a class expression	class_expression				SpecificationSubset		True				True		slot_definition								
class_rule		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
class_rule		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
class_rule		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
class_rule		bidirectional							iff|if and only if						in addition to preconditions entailing postconditions, the postconditions entail the preconditions					SpecificationSubset								boolean								
class_rule		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
class_rule		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
class_rule		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
class_rule		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
class_rule		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
class_rule		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
class_rule		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
class_rule		deactivated	sh:deactivated												a deactivated rule is not executed by the rules engine													boolean								
class_rule		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
class_rule		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
class_rule		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
class_rule		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
class_rule		elseconditions							else						an expression that must hold for an instance of the class, if the preconditions no not hold					SpecificationSubset		True						anonymous_class_expression		115.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_rule		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
class_rule		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
class_rule		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
class_rule		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
class_rule		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
class_rule		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
class_rule		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
class_rule		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
class_rule		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
class_rule		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
class_rule		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
class_rule		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
class_rule		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
class_rule		open_world													if true, the the postconditions may be omitted in instance data, but it is valid for an inference engine to add these					SpecificationSubset								boolean								
class_rule		postconditions		swrl:body					then|head|consequents						an expression that must hold for an instance of the class, if the preconditions hold					SpecificationSubset		True						anonymous_class_expression		113.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_rule		preconditions	sh:condition	swrl:body					if|body|antecedents						an expression that must hold in order for the rule to be applicable to an instance					SpecificationSubset		True						anonymous_class_expression		111.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
class_rule		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
class_rule		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
class_rule		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
class_rule		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
class_rule		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
class_rule		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
class_rule		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
class_rule		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
common_metadata		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
common_metadata		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
common_metadata		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
common_metadata		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
common_metadata		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
common_metadata		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
common_metadata		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
common_metadata		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
common_metadata		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
common_metadata		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
common_metadata		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
common_metadata		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
common_metadata		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
common_metadata		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
common_metadata		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
common_metadata		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
common_metadata		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
common_metadata		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
common_metadata		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
common_metadata		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
common_metadata		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
common_metadata		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
common_metadata		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
common_metadata		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
common_metadata		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
common_metadata		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
common_metadata		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
common_metadata		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
common_metadata		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
common_metadata		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
common_metadata		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
common_metadata		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
common_metadata		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
definition		abstract													Indicates the class or slot cannot be directly instantiated and is intended for grouping purposes.	definition				SpecificationSubset|BasicSubset|ObjectOrientedProfile								boolean								
definition		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
definition		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
definition		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
definition		apply_to													Used to extend class or slot definitions. For example, if we have a core schema where a gene has two slots for identifier and symbol, and we have a specialized schema for my_organism where we wish to add a slot systematic_name, we can avoid subclassing by defining a class gene_my_organism, adding the slot to this class, and then adding an apply_to pointing to the gene class. The new slot will be 'injected into' the gene class.	definition										True		definition								testing
definition		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
definition		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
definition		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
definition		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
definition		conforms_to	dcterms:conformsTo												An established standard to which the element conforms.	element				BasicSubset								string						linkml:implements		
definition		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
definition		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
definition		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
definition		definition_uri										Formed by combining the default_prefix with the normalized element name			The native URI of the element. This is always within the namespace of the containing schema. Contrast with the assigned URI, via class_uri or slot_uri	element												uriorcurie			filled in by the schema loader or schema view			linkml:class_uri|linkml:slot_uri		
definition		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
definition		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
definition		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
definition		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
definition		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
definition		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
definition		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
definition		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
definition		id_prefixes										Order of elements may be used to indicate priority order|If identifiers are treated as CURIEs, then the CURIE must start with one of the indicated prefixes followed by `:` (_should_ start if the list is open)|If identifiers are treated as URIs, then the URI string must start with the expanded for of the prefix (_should_ start if the list is open)			An allowed list of prefixes for which identifiers must conform. The identifier of this class or slot must begin with the URIs referenced by this prefix	element				SpecificationSubset|BasicSubset						True		ncname						https://github.com/linkml/linkml-model/issues/28		
definition		id_prefixes_are_closed													If true, then the id_prefixes slot is treated as being closed, and any use of an id that does not have this prefix is considered a violation.	element												boolean						https://github.com/linkml/linkml/issues/194		
definition		implements													An element in another schema which this element conforms to. The referenced element is not imported into the schema for the implementing element. However, the referenced schema may be used to check conformance of the implementing element.	element										True		uriorcurie								
definition		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
definition		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
definition		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
definition		instantiates													An element in another schema which this element instantiates.	element										True		uriorcurie								
definition		is_a					True								A primary parent class or slot from which inheritable metaslots are propagated from. While multiple inheritance is not allowed, mixins can be provided effectively providing the same thing. The semantics are the same when translated to formalisms that allow MI (e.g. RDFS/OWL). When translating to a SI framework (e.g. java classes, python classes) then is a is used. When translating a framework without polymorphism (e.g. json-schema, solr document schema) then is a and mixins are recursively unfolded					SpecificationSubset|BasicSubset|ObjectOrientedProfile|OwlProfile								definition		11.0						
definition		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
definition		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
definition		local_names														element						True				True		local_name								
definition		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
definition		mixin							trait						Indicates the class or slot is intended to be inherited from without being an is_a parent. mixins should not be inherited from using is_a, except by other mixins.	definition				SpecificationSubset|BasicSubset|ObjectOrientedProfile								boolean						https://en.wikipedia.org/wiki/Mixin		
definition		mixins							traits			mixins act in the same way as parents (is_a). They allow a model to have a primary strict hierarchy, while keeping the benefits of multiple inheritance			A collection of secondary parent classes or slots from which inheritable metaslots are propagated from.					SpecificationSubset|BasicSubset|ObjectOrientedProfile|OwlProfile						True		definition		13.0				https://en.wikipedia.org/wiki/Mixin		
definition		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
definition		name	rdfs:label		schema:name				short name|unique name						the unique name of the element within the context of the schema.  Name is combined with the default prefix to form the globally unique subject of the target class.	element		True		SpecificationSubset|OwlProfile|MinimalSubset|BasicSubset|RelationalModelProfile|ObjectOrientedProfile								string		1.0			True	https://en.wikipedia.org/wiki/Data_element_name|https://linkml.io/linkml/faq/modeling.html#why-are-my-class-names-translated-to-camelcase		
definition		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
definition		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
definition		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
definition		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
definition		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
definition		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
definition		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
definition		string_serialization													"Used on a slot that stores the string serialization of the containing object. The syntax follows python formatted strings, with slot names enclosed in {}s. These are expanded using the values of those slots.
We call the slot with the serialization the s-slot, the slots used in the {}s are v-slots. If both s-slots and v-slots are populated on an object then the value of the s-slot should correspond to the expansion.
Implementations of frameworks may choose to use this property to either (a) PARSE: implement automated normalizations by parsing denormalized strings into complex objects (b) GENERATE: implement automated to_string labeling of complex objects
For example, a Measurement class may have 3 fields: unit, value, and string_value. The string_value slot may have a string_serialization of {value}{unit} such that if unit=cm and value=2, the value of string_value shouldd be 2cm"	definition				SpecificationSubset	False							string						https://github.com/linkml/issues/128		
definition		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
definition		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
definition		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
definition		values_from													"The identifier of a ""value set"" -- a set of identifiers that form the possible values for the range of a slot. Note: this is different than 'subproperty_of' in that 'subproperty_of' is intended to be a single ontology term while 'values_from' is the identifier of an entire value set.  Additionally, this is different than an enumeration in that in an enumeration, the values of the enumeration are listed directly in the model itself. Setting this property on a slot does not guarantee an expansion of the ontological hierarchy into an enumerated list of possible values in every serialization of the model."	definition										True		uriorcurie								testing
dimension_expression		alias	skos:prefLabel									an example of alias is used within this metamodel, slot_definitions is aliases as slots|not to be confused with aliases, which indicates a set of terms to be used for search purposes.			the name used for a slot in the context of its owning class.  If present, this is used instead of the actual slot name.	slot_definition				SpecificationSubset								string		6.0						
dimension_expression		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
dimension_expression		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
