class	slot	rank
MigsOrgBuiltEnvironment	address	
MigsOrgBuiltEnvironment	adj_room	
MigsOrgBuiltEnvironment	aero_struc	
MigsOrgBuiltEnvironment	air_temp	
MigsOrgBuiltEnvironment	alt	
MigsOrgBuiltEnvironment	amount_light	
MigsOrgBuiltEnvironment	annot	
MigsOrgBuiltEnvironment	arch_struc	
MigsOrgBuiltEnvironment	assembly_name	
MigsOrgBuiltEnvironment	assembly_qual	
MigsOrgBuiltEnvironment	assembly_software	
MigsOrgBuiltEnvironment	associated_resource	
MigsOrgBuiltEnvironment	avg_dew_point	
MigsOrgBuiltEnvironment	avg_occup	
MigsOrgBuiltEnvironment	avg_temp	
MigsOrgBuiltEnvironment	bathroom_count	
MigsOrgBuiltEnvironment	bedroom_count	
MigsOrgBuiltEnvironment	build_docs	
MigsOrgBuiltEnvironment	build_occup_type	
MigsOrgBuiltEnvironment	building_setting	
MigsOrgBuiltEnvironment	built_struc_age	
MigsOrgBuiltEnvironment	built_struc_set	
MigsOrgBuiltEnvironment	built_struc_type	
MigsOrgBuiltEnvironment	carb_dioxide	
MigsOrgBuiltEnvironment	ceil_area	
MigsOrgBuiltEnvironment	ceil_cond	
MigsOrgBuiltEnvironment	ceil_finish_mat	
MigsOrgBuiltEnvironment	ceil_struc	
MigsOrgBuiltEnvironment	ceil_texture	
MigsOrgBuiltEnvironment	ceil_thermal_mass	
MigsOrgBuiltEnvironment	ceil_type	
MigsOrgBuiltEnvironment	ceil_water_mold	
MigsOrgBuiltEnvironment	collection_date	
MigsOrgBuiltEnvironment	compl_score	
MigsOrgBuiltEnvironment	compl_software	
MigsOrgBuiltEnvironment	cool_syst_id	
MigsOrgBuiltEnvironment	date_last_rain	
MigsOrgBuiltEnvironment	depth	
MigsOrgBuiltEnvironment	dew_point	
MigsOrgBuiltEnvironment	door_comp_type	
MigsOrgBuiltEnvironment	door_cond	
MigsOrgBuiltEnvironment	door_direct	
MigsOrgBuiltEnvironment	door_loc	
MigsOrgBuiltEnvironment	door_mat	
MigsOrgBuiltEnvironment	door_move	
MigsOrgBuiltEnvironment	door_size	
MigsOrgBuiltEnvironment	door_type	
MigsOrgBuiltEnvironment	door_type_metal	
MigsOrgBuiltEnvironment	door_type_wood	
MigsOrgBuiltEnvironment	door_water_mold	
MigsOrgBuiltEnvironment	drawings	
MigsOrgBuiltEnvironment	elev	
MigsOrgBuiltEnvironment	elevator	
MigsOrgBuiltEnvironment	env_broad_scale	
MigsOrgBuiltEnvironment	env_local_scale	
MigsOrgBuiltEnvironment	env_medium	
MigsOrgBuiltEnvironment	escalator	
MigsOrgBuiltEnvironment	estimated_size	
MigsOrgBuiltEnvironment	exp_duct	
MigsOrgBuiltEnvironment	exp_pipe	
MigsOrgBuiltEnvironment	experimental_factor	
MigsOrgBuiltEnvironment	ext_door	
MigsOrgBuiltEnvironment	ext_wall_orient	
MigsOrgBuiltEnvironment	ext_window_orient	
MigsOrgBuiltEnvironment	extrachrom_elements	
MigsOrgBuiltEnvironment	feat_pred	
MigsOrgBuiltEnvironment	filter_type	
MigsOrgBuiltEnvironment	fireplace_type	
MigsOrgBuiltEnvironment	floor_age	
MigsOrgBuiltEnvironment	floor_area	
MigsOrgBuiltEnvironment	floor_cond	
MigsOrgBuiltEnvironment	floor_count	
MigsOrgBuiltEnvironment	floor_finish_mat	
MigsOrgBuiltEnvironment	floor_struc	
MigsOrgBuiltEnvironment	floor_thermal_mass	
MigsOrgBuiltEnvironment	floor_water_mold	
MigsOrgBuiltEnvironment	freq_clean	
MigsOrgBuiltEnvironment	freq_cook	
MigsOrgBuiltEnvironment	furniture	
MigsOrgBuiltEnvironment	gender_restroom	
MigsOrgBuiltEnvironment	geo_loc_name	
MigsOrgBuiltEnvironment	hall_count	
MigsOrgBuiltEnvironment	handidness	
MigsOrgBuiltEnvironment	heat_cool_type	
MigsOrgBuiltEnvironment	heat_deliv_loc	
MigsOrgBuiltEnvironment	heat_sys_deliv_meth	
MigsOrgBuiltEnvironment	heat_system_id	
MigsOrgBuiltEnvironment	height_carper_fiber	
MigsOrgBuiltEnvironment	indoor_space	
MigsOrgBuiltEnvironment	indoor_surf	
MigsOrgBuiltEnvironment	inside_lux	
MigsOrgBuiltEnvironment	int_wall_cond	
MigsOrgBuiltEnvironment	isol_growth_condt	
MigsOrgBuiltEnvironment	last_clean	
MigsOrgBuiltEnvironment	lat_lon	
MigsOrgBuiltEnvironment	lib_layout	
MigsOrgBuiltEnvironment	lib_reads_seqd	
MigsOrgBuiltEnvironment	lib_screen	
MigsOrgBuiltEnvironment	lib_size	
MigsOrgBuiltEnvironment	lib_vector	
MigsOrgBuiltEnvironment	light_type	
MigsOrgBuiltEnvironment	max_occup	
MigsOrgBuiltEnvironment	mech_struc	
MigsOrgBuiltEnvironment	neg_cont_type	
MigsOrgBuiltEnvironment	nucl_acid_amp	
MigsOrgBuiltEnvironment	nucl_acid_ext	
MigsOrgBuiltEnvironment	number_contig	
MigsOrgBuiltEnvironment	number_pets	
MigsOrgBuiltEnvironment	number_plants	
MigsOrgBuiltEnvironment	number_resident	
MigsOrgBuiltEnvironment	occup_density_samp	
MigsOrgBuiltEnvironment	occup_document	
MigsOrgBuiltEnvironment	occup_samp	
MigsOrgBuiltEnvironment	organism_count	
MigsOrgBuiltEnvironment	pos_cont_type	
MigsOrgBuiltEnvironment	pres_animal_insect	
MigsOrgBuiltEnvironment	project_name	
MigsOrgBuiltEnvironment	quad_pos	
MigsOrgBuiltEnvironment	ref_biomaterial	
MigsOrgBuiltEnvironment	ref_db	
MigsOrgBuiltEnvironment	rel_air_humidity	
MigsOrgBuiltEnvironment	rel_humidity_out	
MigsOrgBuiltEnvironment	rel_samp_loc	
MigsOrgBuiltEnvironment	room_air_exch_rate	
MigsOrgBuiltEnvironment	room_architec_elem	
MigsOrgBuiltEnvironment	room_condt	
MigsOrgBuiltEnvironment	room_connected	
MigsOrgBuiltEnvironment	room_count	
MigsOrgBuiltEnvironment	room_dim	
MigsOrgBuiltEnvironment	room_door_dist	
MigsOrgBuiltEnvironment	room_door_share	
MigsOrgBuiltEnvironment	room_hallway	
MigsOrgBuiltEnvironment	room_loc	
MigsOrgBuiltEnvironment	room_moist_dam_hist	
MigsOrgBuiltEnvironment	room_net_area	
MigsOrgBuiltEnvironment	room_occup	
MigsOrgBuiltEnvironment	room_samp_pos	
MigsOrgBuiltEnvironment	room_type	
MigsOrgBuiltEnvironment	room_vol	
MigsOrgBuiltEnvironment	room_wall_share	
MigsOrgBuiltEnvironment	room_window_count	
MigsOrgBuiltEnvironment	samp_collect_device	
MigsOrgBuiltEnvironment	samp_collect_method	
MigsOrgBuiltEnvironment	samp_floor	
MigsOrgBuiltEnvironment	samp_mat_process	
MigsOrgBuiltEnvironment	samp_name	
MigsOrgBuiltEnvironment	samp_room_id	
MigsOrgBuiltEnvironment	samp_size	
MigsOrgBuiltEnvironment	samp_sort_meth	
MigsOrgBuiltEnvironment	samp_taxon_id	
MigsOrgBuiltEnvironment	samp_time_out	
MigsOrgBuiltEnvironment	samp_vol_we_dna_ext	
MigsOrgBuiltEnvironment	samp_weather	
MigsOrgBuiltEnvironment	season	
MigsOrgBuiltEnvironment	season_use	
MigsOrgBuiltEnvironment	seq_meth	
MigsOrgBuiltEnvironment	shad_dev_water_mold	
MigsOrgBuiltEnvironment	shading_device_cond	
MigsOrgBuiltEnvironment	shading_device_loc	
MigsOrgBuiltEnvironment	shading_device_mat	
MigsOrgBuiltEnvironment	shading_device_type	
MigsOrgBuiltEnvironment	sim_search_meth	
MigsOrgBuiltEnvironment	sop	
MigsOrgBuiltEnvironment	source_mat_id	
MigsOrgBuiltEnvironment	space_typ_state	
MigsOrgBuiltEnvironment	specific	
MigsOrgBuiltEnvironment	specific_humidity	
MigsOrgBuiltEnvironment	subspecf_gen_lin	
MigsOrgBuiltEnvironment	substructure_type	
MigsOrgBuiltEnvironment	surf_air_cont	
MigsOrgBuiltEnvironment	surf_humidity	
MigsOrgBuiltEnvironment	surf_material	
MigsOrgBuiltEnvironment	surf_moisture	
MigsOrgBuiltEnvironment	surf_moisture_ph	
MigsOrgBuiltEnvironment	surf_temp	
MigsOrgBuiltEnvironment	tax_class	
MigsOrgBuiltEnvironment	tax_ident	
MigsOrgBuiltEnvironment	temp	
MigsOrgBuiltEnvironment	temp_out	
MigsOrgBuiltEnvironment	train_line	
MigsOrgBuiltEnvironment	train_stat_loc	
MigsOrgBuiltEnvironment	train_stop_loc	
MigsOrgBuiltEnvironment	typ_occup_density	
MigsOrgBuiltEnvironment	ventilation_type	
MigsOrgBuiltEnvironment	vis_media	
MigsOrgBuiltEnvironment	wall_area	
MigsOrgBuiltEnvironment	wall_const_type	
MigsOrgBuiltEnvironment	wall_finish_mat	
MigsOrgBuiltEnvironment	wall_height	
MigsOrgBuiltEnvironment	wall_loc	
MigsOrgBuiltEnvironment	wall_surf_treatment	
MigsOrgBuiltEnvironment	wall_texture	
MigsOrgBuiltEnvironment	wall_thermal_mass	
MigsOrgBuiltEnvironment	wall_water_mold	
MigsOrgBuiltEnvironment	water_feat_size	
MigsOrgBuiltEnvironment	water_feat_type	
MigsOrgBuiltEnvironment	weekday	
MigsOrgBuiltEnvironment	window_cond	
MigsOrgBuiltEnvironment	window_cover	
MigsOrgBuiltEnvironment	window_horiz_pos	
MigsOrgBuiltEnvironment	window_loc	
MigsOrgBuiltEnvironment	window_mat	
MigsOrgBuiltEnvironment	window_open_freq	
MigsOrgBuiltEnvironment	window_size	
MigsOrgBuiltEnvironment	window_status	
MigsOrgBuiltEnvironment	window_type	
MigsOrgBuiltEnvironment	window_vert_pos	
MigsOrgBuiltEnvironment	window_water_mold	
MigsOrgFoodAnimalAndAnimalFeed	HACCP_term	
MigsOrgFoodAnimalAndAnimalFeed	IFSAC_category	
MigsOrgFoodAnimalAndAnimalFeed	adapters	
MigsOrgFoodAnimalAndAnimalFeed	alt	
MigsOrgFoodAnimalAndAnimalFeed	animal_am	
MigsOrgFoodAnimalAndAnimalFeed	animal_am_dur	
MigsOrgFoodAnimalAndAnimalFeed	animal_am_freq	
MigsOrgFoodAnimalAndAnimalFeed	animal_am_route	
MigsOrgFoodAnimalAndAnimalFeed	animal_am_use	
MigsOrgFoodAnimalAndAnimalFeed	animal_body_cond	
MigsOrgFoodAnimalAndAnimalFeed	animal_diet	
MigsOrgFoodAnimalAndAnimalFeed	animal_feed_equip	
MigsOrgFoodAnimalAndAnimalFeed	animal_group_size	
MigsOrgFoodAnimalAndAnimalFeed	animal_housing	
MigsOrgFoodAnimalAndAnimalFeed	animal_sex	
MigsOrgFoodAnimalAndAnimalFeed	annot	
MigsOrgFoodAnimalAndAnimalFeed	assembly_name	
MigsOrgFoodAnimalAndAnimalFeed	assembly_qual	
MigsOrgFoodAnimalAndAnimalFeed	assembly_software	
MigsOrgFoodAnimalAndAnimalFeed	associated_resource	
MigsOrgFoodAnimalAndAnimalFeed	bacterial_density	
MigsOrgFoodAnimalAndAnimalFeed	coll_site_geo_feat	
MigsOrgFoodAnimalAndAnimalFeed	collection_date	
MigsOrgFoodAnimalAndAnimalFeed	compl_score	
MigsOrgFoodAnimalAndAnimalFeed	compl_software	
MigsOrgFoodAnimalAndAnimalFeed	cons_food_stor_dur	
MigsOrgFoodAnimalAndAnimalFeed	cons_food_stor_temp	
MigsOrgFoodAnimalAndAnimalFeed	cons_purch_date	
MigsOrgFoodAnimalAndAnimalFeed	cons_qty_purchased	
MigsOrgFoodAnimalAndAnimalFeed	cult_isol_date	
MigsOrgFoodAnimalAndAnimalFeed	cult_result	
MigsOrgFoodAnimalAndAnimalFeed	cult_result_org	
MigsOrgFoodAnimalAndAnimalFeed	cult_target	
MigsOrgFoodAnimalAndAnimalFeed	depth	
MigsOrgFoodAnimalAndAnimalFeed	elev	
MigsOrgFoodAnimalAndAnimalFeed	enrichment_protocol	
MigsOrgFoodAnimalAndAnimalFeed	env_broad_scale	
MigsOrgFoodAnimalAndAnimalFeed	env_local_scale	
MigsOrgFoodAnimalAndAnimalFeed	env_medium	
MigsOrgFoodAnimalAndAnimalFeed	estimated_size	
MigsOrgFoodAnimalAndAnimalFeed	experimental_factor	
MigsOrgFoodAnimalAndAnimalFeed	extrachrom_elements	
MigsOrgFoodAnimalAndAnimalFeed	feat_pred	
MigsOrgFoodAnimalAndAnimalFeed	food_additive	
MigsOrgFoodAnimalAndAnimalFeed	food_contact_surf	
MigsOrgFoodAnimalAndAnimalFeed	food_contain_wrap	
MigsOrgFoodAnimalAndAnimalFeed	food_cooking_proc	
MigsOrgFoodAnimalAndAnimalFeed	food_dis_point	
MigsOrgFoodAnimalAndAnimalFeed	food_dis_point_city	
MigsOrgFoodAnimalAndAnimalFeed	food_ingredient	
MigsOrgFoodAnimalAndAnimalFeed	food_origin	
MigsOrgFoodAnimalAndAnimalFeed	food_pack_capacity	
MigsOrgFoodAnimalAndAnimalFeed	food_pack_integrity	
MigsOrgFoodAnimalAndAnimalFeed	food_pack_medium	
MigsOrgFoodAnimalAndAnimalFeed	food_preserv_proc	
MigsOrgFoodAnimalAndAnimalFeed	food_prior_contact	
MigsOrgFoodAnimalAndAnimalFeed	food_prod	
MigsOrgFoodAnimalAndAnimalFeed	food_prod_synonym	
MigsOrgFoodAnimalAndAnimalFeed	food_product_qual	
MigsOrgFoodAnimalAndAnimalFeed	food_product_type	
MigsOrgFoodAnimalAndAnimalFeed	food_quality_date	
MigsOrgFoodAnimalAndAnimalFeed	food_source	
MigsOrgFoodAnimalAndAnimalFeed	food_source_age	
MigsOrgFoodAnimalAndAnimalFeed	food_trace_list	
MigsOrgFoodAnimalAndAnimalFeed	food_trav_mode	
MigsOrgFoodAnimalAndAnimalFeed	food_trav_vehic	
MigsOrgFoodAnimalAndAnimalFeed	food_treat_proc	
MigsOrgFoodAnimalAndAnimalFeed	geo_loc_name	
MigsOrgFoodAnimalAndAnimalFeed	intended_consumer	
MigsOrgFoodAnimalAndAnimalFeed	isol_growth_condt	
MigsOrgFoodAnimalAndAnimalFeed	lat_lon	
MigsOrgFoodAnimalAndAnimalFeed	lib_layout	
MigsOrgFoodAnimalAndAnimalFeed	lib_reads_seqd	
MigsOrgFoodAnimalAndAnimalFeed	lib_screen	
MigsOrgFoodAnimalAndAnimalFeed	lib_size	
MigsOrgFoodAnimalAndAnimalFeed	lib_vector	
MigsOrgFoodAnimalAndAnimalFeed	library_prep_kit	
MigsOrgFoodAnimalAndAnimalFeed	lot_number	
MigsOrgFoodAnimalAndAnimalFeed	microb_cult_med	
MigsOrgFoodAnimalAndAnimalFeed	misc_param	
MigsOrgFoodAnimalAndAnimalFeed	neg_cont_type	
MigsOrgFoodAnimalAndAnimalFeed	nucl_acid_amp	
MigsOrgFoodAnimalAndAnimalFeed	nucl_acid_ext	
MigsOrgFoodAnimalAndAnimalFeed	number_contig	
MigsOrgFoodAnimalAndAnimalFeed	organism_count	
MigsOrgFoodAnimalAndAnimalFeed	part_plant_animal	
MigsOrgFoodAnimalAndAnimalFeed	perturbation	
MigsOrgFoodAnimalAndAnimalFeed	pool_dna_extracts	
MigsOrgFoodAnimalAndAnimalFeed	pos_cont_type	
MigsOrgFoodAnimalAndAnimalFeed	project_name	
MigsOrgFoodAnimalAndAnimalFeed	ref_biomaterial	
MigsOrgFoodAnimalAndAnimalFeed	ref_db	
MigsOrgFoodAnimalAndAnimalFeed	repository_name	
MigsOrgFoodAnimalAndAnimalFeed	samp_collect_device	
MigsOrgFoodAnimalAndAnimalFeed	samp_collect_method	
MigsOrgFoodAnimalAndAnimalFeed	samp_mat_process	
MigsOrgFoodAnimalAndAnimalFeed	samp_name	
MigsOrgFoodAnimalAndAnimalFeed	samp_pooling	
MigsOrgFoodAnimalAndAnimalFeed	samp_purpose	
MigsOrgFoodAnimalAndAnimalFeed	samp_rep_biol	
MigsOrgFoodAnimalAndAnimalFeed	samp_rep_tech	
MigsOrgFoodAnimalAndAnimalFeed	samp_size	
MigsOrgFoodAnimalAndAnimalFeed	samp_source_mat_cat	
MigsOrgFoodAnimalAndAnimalFeed	samp_stor_device	
MigsOrgFoodAnimalAndAnimalFeed	samp_stor_media	
MigsOrgFoodAnimalAndAnimalFeed	samp_store_dur	
MigsOrgFoodAnimalAndAnimalFeed	samp_store_loc	
MigsOrgFoodAnimalAndAnimalFeed	samp_store_temp	
MigsOrgFoodAnimalAndAnimalFeed	samp_taxon_id	
MigsOrgFoodAnimalAndAnimalFeed	samp_transport_cont	
MigsOrgFoodAnimalAndAnimalFeed	samp_transport_dur	
MigsOrgFoodAnimalAndAnimalFeed	samp_transport_temp	
MigsOrgFoodAnimalAndAnimalFeed	samp_vol_we_dna_ext	
MigsOrgFoodAnimalAndAnimalFeed	seq_meth	
MigsOrgFoodAnimalAndAnimalFeed	sequencing_kit	
MigsOrgFoodAnimalAndAnimalFeed	sequencing_location	
MigsOrgFoodAnimalAndAnimalFeed	serovar_or_serotype	
MigsOrgFoodAnimalAndAnimalFeed	sim_search_meth	
MigsOrgFoodAnimalAndAnimalFeed	sop	
MigsOrgFoodAnimalAndAnimalFeed	source_mat_id	
MigsOrgFoodAnimalAndAnimalFeed	spikein_AMR	
MigsOrgFoodAnimalAndAnimalFeed	spikein_antibiotic	
MigsOrgFoodAnimalAndAnimalFeed	spikein_count	
MigsOrgFoodAnimalAndAnimalFeed	spikein_growth_med	
MigsOrgFoodAnimalAndAnimalFeed	spikein_metal	
MigsOrgFoodAnimalAndAnimalFeed	spikein_org	
MigsOrgFoodAnimalAndAnimalFeed	spikein_serovar	
MigsOrgFoodAnimalAndAnimalFeed	spikein_strain	
MigsOrgFoodAnimalAndAnimalFeed	study_design	
MigsOrgFoodAnimalAndAnimalFeed	study_inc_dur	
MigsOrgFoodAnimalAndAnimalFeed	study_inc_temp	
MigsOrgFoodAnimalAndAnimalFeed	study_timecourse	
MigsOrgFoodAnimalAndAnimalFeed	study_tmnt	
MigsOrgFoodAnimalAndAnimalFeed	subspecf_gen_lin	
MigsOrgFoodAnimalAndAnimalFeed	tax_class	
MigsOrgFoodAnimalAndAnimalFeed	tax_ident	
MigsOrgFoodAnimalAndAnimalFeed	temp	
MigsOrgFoodAnimalAndAnimalFeed	timepoint	
MigsOrgFoodFarmEnvironment	IFSAC_category	
MigsOrgFoodFarmEnvironment	adapters	
MigsOrgFoodFarmEnvironment	adjacent_environment	
MigsOrgFoodFarmEnvironment	air_PM_concen	
MigsOrgFoodFarmEnvironment	air_flow_impede	
MigsOrgFoodFarmEnvironment	alt	
MigsOrgFoodFarmEnvironment	ances_data	
MigsOrgFoodFarmEnvironment	anim_water_method	
MigsOrgFoodFarmEnvironment	animal_diet	
MigsOrgFoodFarmEnvironment	animal_feed_equip	
MigsOrgFoodFarmEnvironment	animal_group_size	
MigsOrgFoodFarmEnvironment	animal_housing	
MigsOrgFoodFarmEnvironment	animal_intrusion	
MigsOrgFoodFarmEnvironment	annot	
MigsOrgFoodFarmEnvironment	assembly_name	
MigsOrgFoodFarmEnvironment	assembly_qual	
MigsOrgFoodFarmEnvironment	assembly_software	
MigsOrgFoodFarmEnvironment	associated_resource	
MigsOrgFoodFarmEnvironment	biotic_regm	
MigsOrgFoodFarmEnvironment	chem_administration	
MigsOrgFoodFarmEnvironment	collection_date	
MigsOrgFoodFarmEnvironment	compl_score	
MigsOrgFoodFarmEnvironment	compl_software	
MigsOrgFoodFarmEnvironment	conduc	
MigsOrgFoodFarmEnvironment	crop_rotation	
MigsOrgFoodFarmEnvironment	crop_yield	
MigsOrgFoodFarmEnvironment	cult_isol_date	
MigsOrgFoodFarmEnvironment	cult_result	
MigsOrgFoodFarmEnvironment	cult_result_org	
MigsOrgFoodFarmEnvironment	cult_target	
MigsOrgFoodFarmEnvironment	date_extr_weath	
MigsOrgFoodFarmEnvironment	depth	
MigsOrgFoodFarmEnvironment	elev	
MigsOrgFoodFarmEnvironment	enrichment_protocol	
MigsOrgFoodFarmEnvironment	env_broad_scale	
MigsOrgFoodFarmEnvironment	env_local_scale	
MigsOrgFoodFarmEnvironment	env_medium	
MigsOrgFoodFarmEnvironment	estimated_size	
MigsOrgFoodFarmEnvironment	experimental_factor	
MigsOrgFoodFarmEnvironment	extr_weather_event	
MigsOrgFoodFarmEnvironment	extrachrom_elements	
MigsOrgFoodFarmEnvironment	farm_equip	
MigsOrgFoodFarmEnvironment	farm_equip_san	
MigsOrgFoodFarmEnvironment	farm_equip_san_freq	
MigsOrgFoodFarmEnvironment	farm_equip_shared	
MigsOrgFoodFarmEnvironment	farm_water_source	
MigsOrgFoodFarmEnvironment	feat_pred	
MigsOrgFoodFarmEnvironment	fertilizer_admin	
MigsOrgFoodFarmEnvironment	fertilizer_date	
MigsOrgFoodFarmEnvironment	food_clean_proc	
MigsOrgFoodFarmEnvironment	food_contact_surf	
MigsOrgFoodFarmEnvironment	food_contain_wrap	
MigsOrgFoodFarmEnvironment	food_harvest_proc	
MigsOrgFoodFarmEnvironment	food_pack_medium	
MigsOrgFoodFarmEnvironment	food_preserv_proc	
MigsOrgFoodFarmEnvironment	food_prod_char	
MigsOrgFoodFarmEnvironment	food_product_type	
MigsOrgFoodFarmEnvironment	food_quality_date	
MigsOrgFoodFarmEnvironment	food_source	
MigsOrgFoodFarmEnvironment	food_trav_mode	
MigsOrgFoodFarmEnvironment	food_trav_vehic	
MigsOrgFoodFarmEnvironment	food_treat_proc	
MigsOrgFoodFarmEnvironment	genetic_mod	
MigsOrgFoodFarmEnvironment	geo_loc_name	
MigsOrgFoodFarmEnvironment	growth_habit	
MigsOrgFoodFarmEnvironment	growth_medium	
MigsOrgFoodFarmEnvironment	host_age	
MigsOrgFoodFarmEnvironment	host_disease_stat	
MigsOrgFoodFarmEnvironment	host_dry_mass	
MigsOrgFoodFarmEnvironment	host_genotype	
MigsOrgFoodFarmEnvironment	host_height	
MigsOrgFoodFarmEnvironment	host_length	
MigsOrgFoodFarmEnvironment	host_phenotype	
MigsOrgFoodFarmEnvironment	host_subspecf_genlin	
MigsOrgFoodFarmEnvironment	host_taxid	
MigsOrgFoodFarmEnvironment	host_tot_mass	
MigsOrgFoodFarmEnvironment	humidity	
MigsOrgFoodFarmEnvironment	intended_consumer	
MigsOrgFoodFarmEnvironment	isol_growth_condt	
MigsOrgFoodFarmEnvironment	lat_lon	
MigsOrgFoodFarmEnvironment	lib_layout	
MigsOrgFoodFarmEnvironment	lib_reads_seqd	
MigsOrgFoodFarmEnvironment	lib_screen	
MigsOrgFoodFarmEnvironment	lib_size	
MigsOrgFoodFarmEnvironment	lib_vector	
MigsOrgFoodFarmEnvironment	library_prep_kit	
MigsOrgFoodFarmEnvironment	lot_number	
MigsOrgFoodFarmEnvironment	mechanical_damage	
MigsOrgFoodFarmEnvironment	misc_param	
MigsOrgFoodFarmEnvironment	neg_cont_type	
MigsOrgFoodFarmEnvironment	nucl_acid_amp	
MigsOrgFoodFarmEnvironment	nucl_acid_ext	
MigsOrgFoodFarmEnvironment	number_contig	
MigsOrgFoodFarmEnvironment	organism_count	
MigsOrgFoodFarmEnvironment	part_plant_animal	
MigsOrgFoodFarmEnvironment	perturbation	
MigsOrgFoodFarmEnvironment	ph	
MigsOrgFoodFarmEnvironment	ph_meth	
MigsOrgFoodFarmEnvironment	plant_growth_med	
MigsOrgFoodFarmEnvironment	plant_part_maturity	
MigsOrgFoodFarmEnvironment	plant_reprod_crop	
MigsOrgFoodFarmEnvironment	plant_water_method	
MigsOrgFoodFarmEnvironment	pos_cont_type	
MigsOrgFoodFarmEnvironment	previous_land_use	
MigsOrgFoodFarmEnvironment	prod_label_claims	
MigsOrgFoodFarmEnvironment	project_name	
MigsOrgFoodFarmEnvironment	ref_biomaterial	
MigsOrgFoodFarmEnvironment	ref_db	
MigsOrgFoodFarmEnvironment	rel_location	
MigsOrgFoodFarmEnvironment	repository_name	
MigsOrgFoodFarmEnvironment	root_cond	
MigsOrgFoodFarmEnvironment	root_med_carbon	
MigsOrgFoodFarmEnvironment	root_med_macronutr	
MigsOrgFoodFarmEnvironment	root_med_micronutr	
MigsOrgFoodFarmEnvironment	root_med_ph	
MigsOrgFoodFarmEnvironment	salinity	
MigsOrgFoodFarmEnvironment	samp_collect_device	
MigsOrgFoodFarmEnvironment	samp_collect_method	
MigsOrgFoodFarmEnvironment	samp_mat_process	
MigsOrgFoodFarmEnvironment	samp_name	
MigsOrgFoodFarmEnvironment	samp_pooling	
MigsOrgFoodFarmEnvironment	samp_purpose	
MigsOrgFoodFarmEnvironment	samp_size	
MigsOrgFoodFarmEnvironment	samp_source_mat_cat	
MigsOrgFoodFarmEnvironment	samp_store_dur	
MigsOrgFoodFarmEnvironment	samp_store_temp	
MigsOrgFoodFarmEnvironment	samp_taxon_id	
MigsOrgFoodFarmEnvironment	samp_type	
MigsOrgFoodFarmEnvironment	samp_vol_we_dna_ext	
MigsOrgFoodFarmEnvironment	season	
MigsOrgFoodFarmEnvironment	season_humidity	
MigsOrgFoodFarmEnvironment	season_precpt	
MigsOrgFoodFarmEnvironment	season_temp	
MigsOrgFoodFarmEnvironment	seq_meth	
MigsOrgFoodFarmEnvironment	sequencing_kit	
MigsOrgFoodFarmEnvironment	sequencing_location	
MigsOrgFoodFarmEnvironment	serovar_or_serotype	
MigsOrgFoodFarmEnvironment	sim_search_meth	
MigsOrgFoodFarmEnvironment	size_frac_low	
MigsOrgFoodFarmEnvironment	size_frac_up	
MigsOrgFoodFarmEnvironment	soil_conductivity	
MigsOrgFoodFarmEnvironment	soil_cover	
MigsOrgFoodFarmEnvironment	soil_pH	
MigsOrgFoodFarmEnvironment	soil_porosity	
MigsOrgFoodFarmEnvironment	soil_temp	
MigsOrgFoodFarmEnvironment	soil_texture_class	
MigsOrgFoodFarmEnvironment	soil_texture_meth	
MigsOrgFoodFarmEnvironment	soil_type	
MigsOrgFoodFarmEnvironment	soil_type_meth	
MigsOrgFoodFarmEnvironment	solar_irradiance	
MigsOrgFoodFarmEnvironment	sop	
MigsOrgFoodFarmEnvironment	source_mat_id	
MigsOrgFoodFarmEnvironment	spikein_antibiotic	
MigsOrgFoodFarmEnvironment	spikein_count	
MigsOrgFoodFarmEnvironment	spikein_growth_med	
MigsOrgFoodFarmEnvironment	spikein_metal	
MigsOrgFoodFarmEnvironment	spikein_org	
MigsOrgFoodFarmEnvironment	spikein_serovar	
MigsOrgFoodFarmEnvironment	spikein_strain	
MigsOrgFoodFarmEnvironment	subspecf_gen_lin	
MigsOrgFoodFarmEnvironment	tax_class	
MigsOrgFoodFarmEnvironment	tax_ident	
MigsOrgFoodFarmEnvironment	temp	
MigsOrgFoodFarmEnvironment	tillage	
MigsOrgFoodFarmEnvironment	timepoint	
MigsOrgFoodFarmEnvironment	tot_nitro_cont_meth	
MigsOrgFoodFarmEnvironment	tot_nitro_content	
MigsOrgFoodFarmEnvironment	tot_org_c_meth	
MigsOrgFoodFarmEnvironment	tot_org_carb	
MigsOrgFoodFarmEnvironment	turbidity	
MigsOrgFoodFarmEnvironment	ventilation_rate	
MigsOrgFoodFarmEnvironment	ventilation_type	
MigsOrgFoodFarmEnvironment	water_frequency	
MigsOrgFoodFarmEnvironment	water_pH	
MigsOrgFoodFarmEnvironment	water_source_adjac	
MigsOrgFoodFarmEnvironment	water_source_shared	
MigsOrgFoodFarmEnvironment	wind_direction	
MigsOrgFoodFarmEnvironment	wind_speed	
MigsOrgFoodFoodProductionFacility	HACCP_term	
MigsOrgFoodFoodProductionFacility	IFSAC_category	
MigsOrgFoodFoodProductionFacility	adapters	
MigsOrgFoodFoodProductionFacility	air_temp	
MigsOrgFoodFoodProductionFacility	alt	
MigsOrgFoodFoodProductionFacility	annot	
MigsOrgFoodFoodProductionFacility	area_samp_size	
