subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_prefix	object_prefix
nmdc:RoomCondtEnum#needs+repair	needs repair	skos:closeMatch	nmdc:ShadingDeviceCondEnum#needs+repair	needs repair	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	needs repair	nmdc	nmdc
nmdc:RoomCondtEnum#needs+repair	needs repair	skos:closeMatch	nmdc:WindowCondEnum#needs+repair	needs repair	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	needs repair	nmdc	nmdc
nmdc:RoomCondtEnum#new	new	skos:closeMatch	nmdc:ShadingDeviceCondEnum#new	new	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	new	nmdc	nmdc
nmdc:RoomCondtEnum#new	new	skos:closeMatch	nmdc:WindowCondEnum#new	new	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	new	nmdc	nmdc
nmdc:RoomCondtEnum#rupture	rupture	skos:closeMatch	nmdc:ShadingDeviceCondEnum#rupture	rupture	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	rupture	nmdc	nmdc
nmdc:RoomCondtEnum#rupture	rupture	skos:closeMatch	nmdc:WindowCondEnum#rupture	rupture	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	rupture	nmdc	nmdc
nmdc:RoomCondtEnum#visible+wear	visible wear	skos:closeMatch	nmdc:ShadingDeviceCondEnum#visible+wear	visible wear	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	visible wear	nmdc	nmdc
nmdc:RoomCondtEnum#visible+wear	visible wear	skos:closeMatch	nmdc:WindowCondEnum#visible+wear	visible wear	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	visible wear	nmdc	nmdc
nmdc:RoomConnectedEnum#attic	attic	skos:closeMatch	nmdc:RoomTypeEnum#attic	attic	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	attic	nmdc	nmdc
nmdc:RoomConnectedEnum#bathroom	bathroom	skos:closeMatch	nmdc:RoomTypeEnum#bathroom	bathroom	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	bathroom	nmdc	nmdc
nmdc:RoomConnectedEnum#closet	closet	skos:closeMatch	nmdc:RoomTypeEnum#closet	closet	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	closet	nmdc	nmdc
nmdc:RoomConnectedEnum#conference+room	conference room	skos:closeMatch	nmdc:RoomTypeEnum#conference+room	conference room	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	conference room	nmdc	nmdc
nmdc:RoomConnectedEnum#elevator	elevator	skos:closeMatch	nmdc:RoomTypeEnum#elevator	elevator	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	elevator	nmdc	nmdc
nmdc:RoomConnectedEnum#examining+room	examining room	skos:closeMatch	nmdc:RoomTypeEnum#examining+room	examining room	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	examining room	nmdc	nmdc
nmdc:RoomConnectedEnum#hallway	hallway	skos:closeMatch	nmdc:RoomTypeEnum#hallway	hallway	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	hallway	nmdc	nmdc
nmdc:RoomConnectedEnum#kitchen	kitchen	skos:closeMatch	nmdc:RoomTypeEnum#kitchen	kitchen	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	kitchen	nmdc	nmdc
nmdc:RoomConnectedEnum#mail+room	mail room	skos:closeMatch	nmdc:RoomTypeEnum#mail+room	mail room	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	mail room	nmdc	nmdc
nmdc:RoomConnectedEnum#stairwell	stairwell	skos:closeMatch	nmdc:RoomTypeEnum#stairwell	stairwell	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	stairwell	nmdc	nmdc
nmdc:RoomTypeEnum#lobby	lobby	skos:closeMatch	nmdc:SampFloorEnum#lobby	lobby	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	lobby	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SampCollectPointEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SampDisStageEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SampMdEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SampSubtypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SrDepEnvEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SrGeolAgeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SrKerogTypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCaptStatusEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCollectPointEnum#other	other	skos:closeMatch	nmdc:SampDisStageEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCollectPointEnum#other	other	skos:closeMatch	nmdc:SampMdEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCollectPointEnum#other	other	skos:closeMatch	nmdc:SampSubtypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCollectPointEnum#other	other	skos:closeMatch	nmdc:SrDepEnvEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCollectPointEnum#other	other	skos:closeMatch	nmdc:SrGeolAgeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCollectPointEnum#other	other	skos:closeMatch	nmdc:SrKerogTypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampCollectPointEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampDisStageEnum#other	other	skos:closeMatch	nmdc:SampMdEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampDisStageEnum#other	other	skos:closeMatch	nmdc:SampSubtypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampDisStageEnum#other	other	skos:closeMatch	nmdc:SrDepEnvEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampDisStageEnum#other	other	skos:closeMatch	nmdc:SrGeolAgeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampDisStageEnum#other	other	skos:closeMatch	nmdc:SrKerogTypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampDisStageEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampFloorEnum#basement	basement	skos:closeMatch	nmdc:SubstructureTypeEnum#basement	basement	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	basement	nmdc	nmdc
nmdc:SampMdEnum#other	other	skos:closeMatch	nmdc:SampSubtypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampMdEnum#other	other	skos:closeMatch	nmdc:SrDepEnvEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampMdEnum#other	other	skos:closeMatch	nmdc:SrGeolAgeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampMdEnum#other	other	skos:closeMatch	nmdc:SrKerogTypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampMdEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampSubtypeEnum#other	other	skos:closeMatch	nmdc:SrDepEnvEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampSubtypeEnum#other	other	skos:closeMatch	nmdc:SrGeolAgeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampSubtypeEnum#other	other	skos:closeMatch	nmdc:SrKerogTypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SampSubtypeEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:ShadingDeviceCondEnum#damaged	damaged	skos:closeMatch	nmdc:WindowCondEnum#damaged	damaged	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	damaged	nmdc	nmdc
nmdc:ShadingDeviceCondEnum#needs+repair	needs repair	skos:closeMatch	nmdc:WindowCondEnum#needs+repair	needs repair	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	needs repair	nmdc	nmdc
nmdc:ShadingDeviceCondEnum#new	new	skos:closeMatch	nmdc:WindowCondEnum#new	new	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	new	nmdc	nmdc
nmdc:ShadingDeviceCondEnum#rupture	rupture	skos:closeMatch	nmdc:WindowCondEnum#rupture	rupture	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	rupture	nmdc	nmdc
nmdc:ShadingDeviceCondEnum#visible+wear	visible wear	skos:closeMatch	nmdc:WindowCondEnum#visible+wear	visible wear	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	visible wear	nmdc	nmdc
nmdc:SpecificEnum#photos	photos	skos:closeMatch	nmdc:VisMediaEnum#photos	photos	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	photos	nmdc	nmdc
nmdc:SrDepEnvEnum#other	other	skos:closeMatch	nmdc:SrGeolAgeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SrDepEnvEnum#other	other	skos:closeMatch	nmdc:SrKerogTypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SrDepEnvEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SrGeolAgeEnum#other	other	skos:closeMatch	nmdc:SrKerogTypeEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SrGeolAgeEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SrKerogTypeEnum#other	other	skos:closeMatch	nmdc:SrLithologyEnum#other	other	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	other	nmdc	nmdc
nmdc:SurfMaterialEnum#metal	metal	skos:closeMatch	nmdc:WallFinishMatEnum#metal	metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	metal	nmdc	nmdc
nmdc:SurfMaterialEnum#metal	metal	skos:closeMatch	nmdc:WindowMatEnum#metal	metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	metal	nmdc	nmdc
nmdc:SurfMaterialEnum#stucco	stucco	skos:closeMatch	nmdc:WallSurfTreatmentEnum#stucco	stucco	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	stucco	nmdc	nmdc
nmdc:SurfMaterialEnum#tile	tile	skos:closeMatch	nmdc:WallFinishMatEnum#tile	tile	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	tile	nmdc	nmdc
nmdc:SurfMaterialEnum#vinyl	vinyl	skos:closeMatch	nmdc:WindowMatEnum#vinyl	vinyl	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	vinyl	nmdc	nmdc
nmdc:SurfMaterialEnum#wood	wood	skos:closeMatch	nmdc:WallFinishMatEnum#wood	wood	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	wood	nmdc	nmdc
nmdc:SurfMaterialEnum#wood	wood	skos:closeMatch	nmdc:WindowMatEnum#wood	wood	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	wood	nmdc	nmdc
nmdc:TrainStopLocEnum#end	end	skos:closeMatch	nmdc:end	end	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	end	nmdc	nmdc
nmdc:WallFinishMatEnum#metal	metal	skos:closeMatch	nmdc:WindowMatEnum#metal	metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	metal	nmdc	nmdc
nmdc:WallFinishMatEnum#wood	wood	skos:closeMatch	nmdc:WindowMatEnum#wood	wood	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	wood	nmdc	nmdc
nmdc:WallLocEnum#east	east	skos:closeMatch	nmdc:WindowLocEnum#east	east	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	east	nmdc	nmdc
nmdc:WallLocEnum#north	north	skos:closeMatch	nmdc:WindowLocEnum#north	north	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	north	nmdc	nmdc
nmdc:WallLocEnum#south	south	skos:closeMatch	nmdc:WindowLocEnum#south	south	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	south	nmdc	nmdc
nmdc:WallLocEnum#west	west	skos:closeMatch	nmdc:WindowLocEnum#west	west	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	west	nmdc	nmdc
nmdc:WindowHorizPosEnum#middle	middle	skos:closeMatch	nmdc:WindowVertPosEnum#middle	middle	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	middle	nmdc	nmdc
nmdc:alternative_names	alternative_names	skos:closeMatch	nmdc:alternative_titles	alternative_titles	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	skos:exactMatch	dcterms:alternative	nmdc	nmdc
nmdc:alternative_names	alternative_names	skos:closeMatch	skos:altLabel		semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:exactMatch-INVERSE	nmdc:alternative_names	nmdc	skos
nmdc:basic_classes/:Doi	Doi	skos:closeMatch	nmdc:doi_value	doi_value	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	skos:exactMatch	obi:0002110	nmdc	nmdc
nmdc:basic_classes/:subject	subject	skos:closeMatch	nmdc:subject	subject	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	subject	nmdc	nmdc
nmdc:external_database_identifiers	external_database_identifiers	skos:closeMatch	skos:closeMatch		semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:closeMatch-INVERSE	nmdc:external_database_identifiers	nmdc	skos
nmdc:id	id	skos:closeMatch	oio:id	id	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	id	nmdc	oio
mixs:density	density	skos:closeMatch	quantitykind:Density	Density	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	density	mixs	quantitykind
mixs:depth	depth	skos:closeMatch	quantitykind:Depth	Depth	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	depth	mixs	quantitykind
mixs:permeability	permeability	skos:closeMatch	quantitykind:ElectromagneticPermeability	Permeability	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	permeability	mixs	quantitykind
mixs:permeability	permeability	skos:closeMatch	quantitykind:Permeability	Permeability	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	permeability	mixs	quantitykind
mixs:turbidity	turbidity	skos:closeMatch	quantitykind:Turbidity	Turbidity	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	turbidity	mixs	quantitykind
mixs:viscosity	viscosity	skos:closeMatch	quantitykind:Viscosity	Viscosity	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	viscosity	mixs	quantitykind
nmdc:alternative_names	alternative_names	skos:closeMatch	skos:altLabel	alternative label	semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:exactMatch-INVERSE	nmdc:alternative_names	nmdc	skos
nmdc:basic_classes/:definition	definition	skos:closeMatch	skos:definition	definition	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	definition	nmdc	skos
nmdc:basic_classes/:definition	definition	skos:closeMatch	vaem:comment	definition	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	definition	nmdc	vaem
nmdc:concentration	concentration	skos:closeMatch	quantitykind:Concentration	Concentration	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	concentration	nmdc	quantitykind
nmdc:count	count	skos:closeMatch	quantitykind:Count	Count	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	count	nmdc	quantitykind
nmdc:description	description	skos:closeMatch	vaem:description	description	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	description	nmdc	vaem
nmdc:external_database_identifiers	external_database_identifiers	skos:closeMatch	skos:closeMatch	has close match	semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:closeMatch-INVERSE	nmdc:external_database_identifiers	nmdc	skos
nmdc:id	id	skos:closeMatch	vaem:id	id	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	id	nmdc	vaem
nmdc:name	name	skos:closeMatch	vaem:name	name	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	name	nmdc	vaem
nmdc:temperature	temperature	skos:closeMatch	quantitykind:Temperature	Temperature	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	temperature	nmdc	quantitykind
nmdc:title	title	skos:closeMatch	vaem:title	title	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	title	nmdc	vaem
nmdc:url	url	skos:closeMatch	qudtschema:url	url	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	url	nmdc	qudtschema
nmdc:url	url	skos:closeMatch	vaem:url	url	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	url	nmdc	vaem
nmdc:value	value	skos:closeMatch	qudtschema:value	value	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	value	nmdc	qudtschema
nmdc:volume	volume	skos:closeMatch	quantitykind:Volume	Volume	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	volume	nmdc	quantitykind
nmdc:basic_classes/:part_of	part_of	skos:closeMatch	obo:pw#part_of	part_of	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	part_of	nmdc	obo
mixs:gravity	gravity	skos:closeMatch	qudtunit:G	Gravity	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	gravity	mixs	qudtunit
nmdc:basic_classes/:part_of	part_of	skos:closeMatch	obo:OBO_REL#_part_of	part_of	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	part_of	nmdc	obo
nmdc:ExtractionTargetEnum#protein	protein	skos:closeMatch	obo:OGI.owl#Protein	protein	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	protein	nmdc	obo
mixs:density	density	skos:closeMatch	obo:ME_0000305	Density	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	density	mixs	obo
mixs:depth	depth	skos:closeMatch	obo:ME_0000219	Depth	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	depth	mixs	obo
mixs:ph	ph	skos:closeMatch	obo:ME_0000121	pH	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	ph	mixs	obo
mixs:pressure	pressure	skos:closeMatch	obo:ME_0000181	Pressure	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	pressure	mixs	obo
mixs:salinity	salinity	skos:closeMatch	obo:ME_0000302	Salinity	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	salinity	mixs	obo
mixs:turbidity	turbidity	skos:closeMatch	obo:ME_0000182	Turbidity	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	turbidity	mixs	obo
nmdc:AnalysisTypeEnum#natural+organic+matter	natural organic matter	skos:closeMatch	obo:ME_0000426	natural organic matter	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	matter natural organic	nmdc	obo
nmdc:ChemicalConversionCategoryEnum#substitution	substitution	skos:closeMatch	obo:ME_0000198	Substitution	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	substitution	nmdc	obo
nmdc:Database	Database	skos:closeMatch	obo:ME_0000435	Database	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	database	nmdc	obo
nmdc:DrainageClassEnum#well	well	skos:closeMatch	obo:ME_0000099	Environmental Sample Location	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	well	nmdc	obo
nmdc:ExtractionTargetEnum#metabolite	metabolite	skos:closeMatch	obo:ME_0000053	Metabolite	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	metabolite	nmdc	obo
nmdc:ExtractionTargetEnum#protein	protein	skos:closeMatch	obo:ME_0000066	Protein	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	protein	nmdc	obo
nmdc:MassSpectrometryEnum#nom	nom	skos:closeMatch	obo:ME_0000426	natural organic matter	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	nom	nmdc	obo
nmdc:OxyStatSampEnum#aerobic	aerobic	skos:closeMatch	obo:ME_0000016	Aerobic	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	aerobic	nmdc	obo
nmdc:OxyStatSampEnum#anaerobic	anaerobic	skos:closeMatch	obo:ME_0000015	Anaerobic	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	anaerobic	nmdc	obo
nmdc:ResolutionCategoryEnum#high	high	skos:closeMatch	obo:ME_0000375	High	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	high	nmdc	obo
nmdc:ResolutionCategoryEnum#low	low	skos:closeMatch	obo:ME_0000376	Low	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	low	nmdc	obo
nmdc:SampCollectPointEnum#well	well	skos:closeMatch	obo:ME_0000099	Environmental Sample Location	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	well	nmdc	obo
nmdc:SampDisStageEnum#inoculation	inoculation	skos:closeMatch	obo:ME_0000418	Inoculation	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	inoculation	nmdc	obo
nmdc:StudyCategoryEnum#consortium	consortium	skos:closeMatch	obo:ME_0000239	Consortium	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	consortium	nmdc	obo
nmdc:WindowHorizPosEnum#middle	middle	skos:closeMatch	obo:ME_0000342	Middle	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	middle	nmdc	obo
nmdc:WindowVertPosEnum#bottom	bottom	skos:closeMatch	obo:ME_0000312	Bottom	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	bottom	nmdc	obo
nmdc:WindowVertPosEnum#high	high	skos:closeMatch	obo:ME_0000375	High	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	high	nmdc	obo
nmdc:WindowVertPosEnum#low	low	skos:closeMatch	obo:ME_0000376	Low	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	low	nmdc	obo
nmdc:WindowVertPosEnum#middle	middle	skos:closeMatch	obo:ME_0000342	Middle	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	middle	nmdc	obo
nmdc:WindowVertPosEnum#top	top	skos:closeMatch	obo:ME_0000311	Top	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	top	nmdc	obo
nmdc:attribute_values/:term	term	skos:closeMatch	obo:ME_0000000	term	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	term	nmdc	obo
nmdc:basic_classes/:Instrument	Instrument	skos:closeMatch	obo:ME_0000012	Instrument	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	instrument	nmdc	obo
nmdc:basic_classes/:Protocol	Protocol	skos:closeMatch	obo:ME_0000327	Protocol	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	protocol	nmdc	obo
nmdc:community	community	skos:closeMatch	obo:ME_0000231	Community	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	community	nmdc	obo
nmdc:concentration	concentration	skos:closeMatch	obo:ME_0000129	Concentration	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	concentration	nmdc	obo
nmdc:count	count	skos:closeMatch	obo:ME_0000126	Count	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	count	nmdc	obo
nmdc:description	description	skos:closeMatch	obo:ME_0000202	Description	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	description	nmdc	obo
nmdc:latitude	latitude	skos:closeMatch	obo:ME_0000211	Latitude	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	latitude	nmdc	obo
nmdc:location	location	skos:closeMatch	obo:ME_0000210	Location	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	location	nmdc	obo
nmdc:longitude	longitude	skos:closeMatch	obo:ME_0000212	Longitude	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	longitude	nmdc	obo
nmdc:mass	mass	skos:closeMatch	obo:ME_0000135	Mass	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	mass	nmdc	obo
nmdc:phase	phase	skos:closeMatch	obo:ME_0000300	Phase	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	phase	nmdc	obo
nmdc:strand	strand	skos:closeMatch	obo:ME_0000186	Strand	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	strand	nmdc	obo
nmdc:temperature	temperature	skos:closeMatch	obo:ME_0000123	Temperature	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	temperature	nmdc	obo
nmdc:volume	volume	skos:closeMatch	obo:ME_0000360	Volume	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	volume	nmdc	obo
