biosampleGoldId	addDate	altitudeInMeters	altitudeInMeters2	biosampleName	dateCollected	depthInMeters	depthInMeters2	description	ecosystem	ecosystemCategory	ecosystemPathId	ecosystemSubtype	ecosystemType	elevationInMeters	elevationInMeters2	envoBroadScale.id	envoBroadScale.id.canonical_curie	envoBroadScale.id.canonical_label	envoBroadScale.id.obsolete	envoBroadScale.label	envoLocalScale.id	envoLocalScale.id.canonical_curie	envoLocalScale.id.canonical_label	envoLocalScale.id.obsolete	envoLocalScale.label	envoMedium.id	envoMedium.label	geoLocation	geographicLocation	habitat	hostDiseases	hostGender	hostName	hostNcbiTaxid	isoCountry	latitude	longhurst	longitude	mixsPackage	modDate	ncbiTaxId	ncbiTaxName	nitrateConcentration	oxygenConcentration	ph	pressure	salinity	salinityConcentration	sampleBodySite	sampleBodySubsite	sampleCollectionSite	sampleCollectionTemperature	specificEcosystem	subsurfaceDepthInMeters	subsurfaceDepthInMeters2	visitNum
Gb0240002	2019-09-03			Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.NearCoral	2015-11-05			Montane desert soil microbial communities from Mustang Region, Nepal	Environmental	Terrestrial	4202	Sand	Soil	5090.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Nepal: Mustang Region	Nepal: Mustang Region	Montane desert soil					Nepal	28.72122816		83.91438789	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240003	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.1	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240004	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.2	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240005	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.3	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240006	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.4	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240007	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.25.1	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240008	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.25.2	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240009	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.25.3	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240010	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.25.4	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240011	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.85.1	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240012	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.85.2	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240013	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.85.3	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240014	2019-09-03			Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.85.4	2015-03-15			Montane desert soil microbial communities from Puca Glacier, Peru	Environmental	Terrestrial	4202	Sand	Soil	5000.0		ENVO_01000179	ENVO:01000179	desert biome	False	desert biome	ENVO_01000185	ENVO:01000185	montane desert biome	False	montane desert biome	ENVO_00005741	alpine soil	Peru: Puca Glacier	Peru: Puca Glacier	Montane desert soil					Peru	-13.773333		-71.071389	Standard	2024-04-17	410658	soil metagenome									Montane desert soil		Desert			
Gb0240015	2019-09-03			Oil palm plantation surface soil microbial communities from Singapore - Seedorf71.PP1soil.8	2016-02-24			Oil palm plantation surface soil microbial communities from Singapore	Environmental	Terrestrial	4213	Unclassified	Soil	50.0		ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000120	ENVO:00000120	oil palm plantation	False	oil palm plantation	ENVO_02000059	surface soil	Singapore	Singapore	Oil palm plantation surface soil					Singapore	1.294588		103.776828	Standard	2024-04-17	410658	soil metagenome									Oil palm plantation surface soil		Agricultural land			
Gb0240016	2019-09-03			Oil palm plantation surface soil microbial communities from Singapore - Seedorf71.PP2soil.10	2016-02-24			Oil palm plantation surface soil microbial communities from Singapore	Environmental	Terrestrial	4213	Unclassified	Soil	50.0		ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000120	ENVO:00000120	oil palm plantation	False	oil palm plantation	ENVO_02000059	surface soil	Singapore	Singapore	Oil palm plantation surface soil					Singapore	1.294588		103.776828	Standard	2024-04-17	410658	soil metagenome									Oil palm plantation surface soil		Agricultural land			
Gb0240017	2019-09-03			Oil palm plantation surface soil microbial communities from Singapore - Seedorf71.PP3soil.12	2016-02-24			Oil palm plantation surface soil microbial communities from Singapore	Environmental	Terrestrial	4213	Unclassified	Soil	50.0		ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000120	ENVO:00000120	oil palm plantation	False	oil palm plantation	ENVO_02000059	surface soil	Singapore	Singapore	Oil palm plantation surface soil					Singapore	1.294588		103.776828	Standard	2024-04-17	410658	soil metagenome									Oil palm plantation surface soil		Agricultural land			
Gb0240018	2019-09-03			Oil palm plantation surface soil microbial communities from West Coast Park, Singapore - Seedorf71.P1soil.2	2016-02-24			Oil palm plantation surface soil microbial communities from West Coast Park, Singapore	Environmental	Terrestrial	4213	Unclassified	Soil	6.7		ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000120	ENVO:00000120	oil palm plantation	False	oil palm plantation	ENVO_02000059	surface soil	Singapore: West Coast Park	Singapore: West Coast Park	Oil palm plantation surface soil					Singapore	1.29545		103.763964	Standard	2024-04-17	410658	soil metagenome									Oil palm plantation surface soil		Agricultural land			
Gb0240019	2019-09-03			Oil palm plantation surface soil microbial communities from West Coast Park, Singapore - Seedorf71.P2soil.4	2016-02-24			Oil palm plantation surface soil microbial communities from West Coast Park, Singapore	Environmental	Terrestrial	4213	Unclassified	Soil	6.7		ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000120	ENVO:00000120	oil palm plantation	False	oil palm plantation	ENVO_02000059	surface soil	Singapore: West Coast Park	Singapore: West Coast Park	Oil palm plantation surface soil					Singapore	1.29545		103.763964	Standard	2024-04-17	410658	soil metagenome									Oil palm plantation surface soil		Agricultural land			
Gb0240020	2019-09-03			Oil palm plantation surface soil microbial communities from West Coast Park, Singapore - Seedorf71.P3soil.6	2016-02-24			Oil palm plantation surface soil microbial communities from West Coast Park, Singapore	Environmental	Terrestrial	4213	Unclassified	Soil	6.7		ENVO_01000249	ENVO:01000249	urban biome	False	urban biome	ENVO_00000120	ENVO:00000120	oil palm plantation	False	oil palm plantation	ENVO_02000059	surface soil	Singapore: West Coast Park	Singapore: West Coast Park	Oil palm plantation surface soil					Singapore	1.29545		103.763964	Standard	2024-04-17	410658	soil metagenome									Oil palm plantation surface soil		Agricultural land			
Gb0240021	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.0m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	240.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16098469		-147.4826055	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240022	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.4m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	240.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16098807		-147.4826736	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240023	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.12m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	240.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16100485		-147.4828235	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240024	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.32m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	241.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16104591		-147.4832654	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240025	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.40m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	242.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.161071		-147.4834186	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240026	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.44m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	242.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16108566		-147.4834878	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240027	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.52m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	243.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16111741		-147.4836605	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240028	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.60m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	243.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16112503		-147.4838222	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240029	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.64m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	243.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16113288		-147.4838976	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240030	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.72m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	244.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16115158		-147.4840682	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240031	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.80m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	244.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16117961		-147.4842161	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240032	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.84m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	244.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16118836		-147.4842821	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240033	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.92m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	245.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16121249		-147.4844485	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240034	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.100m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	246.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16124063		-147.4846048	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240035	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.104m	2015-08-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	246.0		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000174	ENVO:01000174	forest biome	False	forest biome	ENVO_00001998	soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.1612536		-147.4846824	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240036	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.0m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	248.642813		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16124729		-147.4854086	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240037	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.12m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	250.7621453		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16128615		-147.4856357	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240038	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.20m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	252.1750335		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16131206		-147.4857871	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240039	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.32m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	254.2943658		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16135092		-147.4860143	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240040	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.44m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	256.4909619		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16138785		-147.4862457	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240041	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.52m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	258.0583776		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16140989		-147.4864056	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240042	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.60m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	259.6257934		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16143193		-147.4865656	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240043	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T6.0m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	248.608562		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16130539		-147.4853712	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
Gb0240044	2019-09-03			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T6.4m	2014-09-18			Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	Environmental	Terrestrial	6026	Boreal forest/Taiga	Soil	249.2763877		ENVO_01000250	ENVO:01000250	subpolar coniferous forest biome	False	subpolar coniferous forest biome	ENVO_01000355	ENVO:01000355	vegetation layer	False	vegetation layer	ENVO_00005774	peat soil	USA: Alaska, Fairbanks	USA: Alaska, Fairbanks	Subpolar coniferous forest soil					USA	65.16131739		-147.4854417	Standard	2024-04-17	410658	soil metagenome									Subpolar coniferous forest soil		Bulk soil			
