accession	attribute_name	harmonized_name	display_name	content
SAMEA7723602	INSDC center alias			UCSDMI
SAMEA7723602	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723602	INSDC first public			2020-12-17T04:08:04Z
SAMEA7723602	INSDC last update			2020-12-15T23:55:46Z
SAMEA7723602	INSDC status			public
SAMEA7723602	Submitter Id			qiita_sid_13114:13114.berry.2.s016
SAMEA7723602	alpha_shotgun_woltka_faithspd			187.2761120115606
SAMEA7723602	alpha_shotgun_woltka_min10k_faithspd			184.36276546957782
SAMEA7723602	alpha_shotgun_woltka_min10k_richness			691.0
SAMEA7723602	alpha_shotgun_woltka_min10k_shannon			6.677538996171164
SAMEA7723602	alpha_shotgun_woltka_rar10k_faithspd			164.52902877050337
SAMEA7723602	alpha_shotgun_woltka_rar10k_richness			599.0
SAMEA7723602	alpha_shotgun_woltka_rar10k_shannon			6.658098895204074
SAMEA7723602	alpha_shotgun_woltka_richness			697.0
SAMEA7723602	alpha_shotgun_woltka_shannon			6.684057427944795
SAMEA7723602	barcode_prefix			berry.2.s016
SAMEA7723602	collection_timestamp			3/14/02 0:00
SAMEA7723602	depth_sample			0.42
SAMEA7723602	elevation	elev	elevation	92.7
SAMEA7723602	emp500_principal_investigator			Berry
SAMEA7723602	emp500_study_id			2
SAMEA7723602	emp500_title			Postglacial pond sediment profiles
SAMEA7723602	empo_0			EMP sample
SAMEA7723602	empo_1			Free-living
SAMEA7723602	empo_2			Non-saline
SAMEA7723602	empo_3			Sediment (non-saline)
SAMEA7723602	env biome	env_broad_scale	broad-scale environmental context	Small lake biome
SAMEA7723602	env feature	env_local_scale	local-scale environmental context	pond bed
SAMEA7723602	env package	env_package	environmental package	sediment
SAMEA7723602	env_material	env_medium	environmental medium	lake sediment
SAMEA7723602	environmental_package	env_package	environmental package	sediment
SAMEA7723602	gcms_analysis_batch			note applicable
SAMEA7723602	gcms_run_location			UCSD
SAMEA7723602	gcms_sample_name			EMP_Feces_berry_2_s016_a03_M_005
SAMEA7723602	gcms_sequence			005
SAMEA7723602	geo loc name	geo_loc_name	geographic location	USA: State of Massachusetts,Norfolk County
SAMEA7723602	host subject id	host_subject_id	host subject id	Un42
SAMEA7723602	investigation type	investigation_type	investigation type	metagenome
SAMEA7723602	latitude			42.06
SAMEA7723602	lcms_batch			1.00
SAMEA7723602	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723602	lcms_position			1A4
SAMEA7723602	lcms_replicate			no
SAMEA7723602	lcms_sample_name_cmn			1A4_1_5_berry-2-s016-a04
SAMEA7723602	lcms_sample_name_fbmn			1A4_1_5_berry-2-s016-a04.mzML
SAMEA7723602	lcms_sample_type			Sample
SAMEA7723602	lcms_sample_type_sub			Bulk
SAMEA7723602	longitude			-71.37761
SAMEA7723602	original sample id			Berry2.sediment.Un42
SAMEA7723602	physical_specimen_location			UCSD Knight Lab Freezer I and Berry Lab -80C Freezer, UC Davis
SAMEA7723602	physical_specimen_remaining			TRUE
SAMEA7723602	project name	project_name	project name	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles
SAMEA7723602	read_count_shotgun_r1			11955206.0
SAMEA7723602	read_count_shotgun_rep200			7097.0
SAMEA7723602	read_count_shotgun_woltka_uniq			15535.0
SAMEA7723602	samp_store_dur	samp_store_dur	sample storage duration	2002-2016
SAMEA7723602	samp_store_loc	samp_store_loc	sample storage location	Davis CA
SAMEA7723602	samp_store_temp	samp_store_temp	sample storage temperature	-80
SAMEA7723602	sample name	sample_name	sample name	qiita_sid_13114:13114.berry.2.s016
SAMEA7723602	sample type	sample_type	sample type	sediment
SAMEA7723602	sample_name_original			Berry2.sediment.Un42
SAMEA7723602	sample_name_plus_plate			3.Berry2.sediment.Un42
SAMEA7723602	sampling method			bulk
SAMEA7723602	songbird_train_empo_3			Train
SAMEA7723602	study_sample_number			16
SAMEA7723602	tier			1
SAMEA7723603	ENA first public			2020-12-17
SAMEA7723603	ENA last update			2020-12-15
SAMEA7723603	ENA-CHECKLIST			ERC000011
SAMEA7723603	External Id			SAMEA7723603
SAMEA7723603	INSDC center alias			UCSDMI
SAMEA7723603	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723603	INSDC first public			2020-12-17T04:08:04Z
SAMEA7723603	INSDC last update			2020-12-15T23:55:46Z
SAMEA7723603	INSDC status			public
SAMEA7723603	Submitter Id			qiita_sid_13114:13114.berry.2.s017
SAMEA7723603	alpha_shotgun_woltka_faithspd			148.58564892626578
SAMEA7723603	alpha_shotgun_woltka_richness			576.0
SAMEA7723603	alpha_shotgun_woltka_shannon			7.243996995542897
SAMEA7723603	barcode_prefix			berry.2.s017
SAMEA7723603	collection_timestamp			3/14/02 0:00
SAMEA7723603	depth_sample			0.51
SAMEA7723603	elevation	elev	elevation	92.7
SAMEA7723603	emp500_principal_investigator			Berry
SAMEA7723603	emp500_study_id			2
SAMEA7723603	emp500_title			Postglacial pond sediment profiles
SAMEA7723603	empo_0			EMP sample
SAMEA7723603	empo_1			Free-living
SAMEA7723603	empo_2			Non-saline
SAMEA7723603	empo_3			Sediment (non-saline)
SAMEA7723603	env biome	env_broad_scale	broad-scale environmental context	Small lake biome
SAMEA7723603	env feature	env_local_scale	local-scale environmental context	pond bed
SAMEA7723603	env package	env_package	environmental package	sediment
SAMEA7723603	env_material	env_medium	environmental medium	lake sediment
SAMEA7723603	environmental_package	env_package	environmental package	sediment
SAMEA7723603	gcms_analysis_batch			note applicable
SAMEA7723603	gcms_run_location			UCSD
SAMEA7723603	gcms_sample_name			EMP_Feces_berry_2_s017_a03_M_006
SAMEA7723603	gcms_sequence			006
SAMEA7723603	geo loc name	geo_loc_name	geographic location	USA: State of Massachusetts,Norfolk County
SAMEA7723603	host subject id	host_subject_id	host subject id	Un51
SAMEA7723603	investigation type	investigation_type	investigation type	metagenome
SAMEA7723603	latitude			42.06
SAMEA7723603	lcms_batch			1.00
SAMEA7723603	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723603	lcms_position			1B9
SAMEA7723603	lcms_replicate			no
SAMEA7723603	lcms_sample_name_cmn			1B9_1_31_berry-2-s017-a04
SAMEA7723603	lcms_sample_name_fbmn			1B9_1_31_berry-2-s017-a04.mzML
SAMEA7723603	lcms_sample_type			Sample
SAMEA7723603	lcms_sample_type_sub			Bulk
SAMEA7723603	longitude			-71.37761
SAMEA7723603	original sample id			Berry2.sediment.Un51
SAMEA7723603	physical_specimen_location			UCSD Knight Lab Freezer I and Berry Lab -80C Freezer, UC Davis
SAMEA7723603	physical_specimen_remaining			TRUE
SAMEA7723603	project name	project_name	project name	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles
SAMEA7723603	read_count_shotgun_r1			8361807.0
SAMEA7723603	read_count_shotgun_rep200			6819.0
SAMEA7723603	read_count_shotgun_woltka_uniq			6730.0
SAMEA7723603	samp_store_dur	samp_store_dur	sample storage duration	2002-2016
SAMEA7723603	samp_store_loc	samp_store_loc	sample storage location	Davis CA
SAMEA7723603	samp_store_temp	samp_store_temp	sample storage temperature	-80
SAMEA7723603	sample name	sample_name	sample name	qiita_sid_13114:13114.berry.2.s017
SAMEA7723603	sample type	sample_type	sample type	sediment
SAMEA7723603	sample_name_original			Berry2.sediment.Un51
SAMEA7723603	sample_name_plus_plate			4.Berry2.sediment.Un51
SAMEA7723603	sampling method			bulk
SAMEA7723603	songbird_train_empo_3			Test
SAMEA7723603	study_sample_number			17
SAMEA7723603	tier			1
SAMEA7723604	ENA first public			2020-12-17
SAMEA7723604	ENA last update			2020-12-15
SAMEA7723604	ENA-CHECKLIST			ERC000011
SAMEA7723604	External Id			SAMEA7723604
SAMEA7723604	INSDC center alias			UCSDMI
SAMEA7723604	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723604	INSDC first public			2020-12-17T04:08:04Z
SAMEA7723604	INSDC last update			2020-12-15T23:55:46Z
SAMEA7723604	INSDC status			public
SAMEA7723604	Submitter Id			qiita_sid_13114:13114.bowen.74.s014
SAMEA7723604	alpha_shotgun_woltka_faithspd			221.67756963337845
SAMEA7723604	alpha_shotgun_woltka_min10k_faithspd			221.67756963337845
SAMEA7723604	alpha_shotgun_woltka_min10k_richness			1135.0
SAMEA7723604	alpha_shotgun_woltka_min10k_shannon			5.592542112409931
SAMEA7723604	alpha_shotgun_woltka_min3450_faithspd			107.2061868
SAMEA7723604	alpha_shotgun_woltka_min3450_richness			546.0
SAMEA7723604	alpha_shotgun_woltka_min3450_shannon			5.370823116
SAMEA7723604	alpha_shotgun_woltka_rar10k_faithspd			151.6807248480006
SAMEA7723604	alpha_shotgun_woltka_rar10k_richness			739.0
SAMEA7723604	alpha_shotgun_woltka_rar10k_shannon			5.5726752252147405
SAMEA7723604	alpha_shotgun_woltka_rar3450_faithspd			74.17687585
SAMEA7723604	alpha_shotgun_woltka_rar3450_richness			348.0
SAMEA7723604	alpha_shotgun_woltka_rar3450_shannon			5.345662082
SAMEA7723604	alpha_shotgun_woltka_richness			1135.0
SAMEA7723604	alpha_shotgun_woltka_shannon			5.592542112409931
SAMEA7723604	barcode_prefix			bowen.74.s014
SAMEA7723604	collection_timestamp			9/15/14 0:00
SAMEA7723604	depth_sample			0
SAMEA7723604	elevation	elev	elevation	0
SAMEA7723604	emp500_principal_investigator			Bowen
SAMEA7723604	emp500_study_id			74
SAMEA7723604	emp500_title			Massachusetts salt marsh sediments
SAMEA7723604	empo_0			EMP sample
SAMEA7723604	empo_1			Free-living
SAMEA7723604	empo_2			Saline
SAMEA7723604	empo_3			Sediment (saline)
SAMEA7723604	env biome	env_broad_scale	broad-scale environmental context	marine salt marsh biome
SAMEA7723604	env feature	env_local_scale	local-scale environmental context	marine benthic feature
SAMEA7723604	env package	env_package	environmental package	sediment
SAMEA7723604	env_material	env_medium	environmental medium	marine sediment
SAMEA7723604	environmental_package	env_package	environmental package	sediment
SAMEA7723604	gcms_analysis_batch			note applicable
SAMEA7723604	gcms_run_location			UCSD
SAMEA7723604	gcms_sample_name			EMP_Feces_bowen_74_s014_a03_M_249
SAMEA7723604	gcms_sequence			249
SAMEA7723604	geo loc name	geo_loc_name	geographic location	USA: Commonwealth of Massachusetts,Plum Island
SAMEA7723604	host subject id	host_subject_id	host subject id	Bowen74.sed14
SAMEA7723604	investigation type	investigation_type	investigation type	metagenome
SAMEA7723604	latitude			42.742292
SAMEA7723604	lcms_batch			1.00
SAMEA7723604	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723604	lcms_position			1F4
SAMEA7723604	lcms_replicate			no
SAMEA7723604	lcms_sample_name_cmn			1F4_2_39_bowen-74-s014-a04
SAMEA7723604	lcms_sample_name_fbmn			1F4_2_39_bowen-74-s014-a04.mzML
SAMEA7723604	lcms_sample_type			Sample
SAMEA7723604	lcms_sample_type_sub			Bulk
SAMEA7723604	longitude			-70.826692
SAMEA7723604	original sample id			Bowen74.sed14
SAMEA7723604	physical_specimen_location			UCSD Knight Lab Freezer I and Boston, MA
SAMEA7723604	physical_specimen_remaining			TRUE
SAMEA7723604	project name	project_name	project name	Plum Island sediments
SAMEA7723604	read_count_shotgun_r1			10685668.0
SAMEA7723604	read_count_shotgun_rep200			61158.0
SAMEA7723604	read_count_shotgun_woltka_uniq			32447.0
SAMEA7723604	sample name	sample_name	sample name	qiita_sid_13114:13114.bowen.74.s014
SAMEA7723604	sample type	sample_type	sample type	sediment
SAMEA7723604	sample_name_original			Bowen74.sed14
SAMEA7723604	sample_name_plus_plate			5.Bowen74.sed14
SAMEA7723604	sampling method			bulk
SAMEA7723604	songbird_train_empo_3			Test
SAMEA7723604	study_sample_number			14
SAMEA7723604	tier			1
SAMEA7723605	ENA first public			2020-12-17
SAMEA7723605	ENA last update			2020-12-15
SAMEA7723605	ENA-CHECKLIST			ERC000011
SAMEA7723605	External Id			SAMEA7723605
SAMEA7723605	INSDC center alias			UCSDMI
SAMEA7723605	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723605	INSDC first public			2020-12-17T04:08:04Z
SAMEA7723605	INSDC last update			2020-12-15T23:55:47Z
SAMEA7723605	INSDC status			public
SAMEA7723605	Submitter Id			qiita_sid_13114:13114.bowen.74.s016
SAMEA7723605	alpha_shotgun_woltka_faithspd			171.52449218818128
SAMEA7723605	alpha_shotgun_woltka_richness			867.0
SAMEA7723605	alpha_shotgun_woltka_shannon			7.162770077570017
SAMEA7723605	barcode_prefix			bowen.74.s016
SAMEA7723605	collection_timestamp			9/15/14 0:00
SAMEA7723605	depth_sample			0
SAMEA7723605	elevation	elev	elevation	0
SAMEA7723605	emp500_principal_investigator			Bowen
SAMEA7723605	emp500_study_id			74
SAMEA7723605	emp500_title			Massachusetts salt marsh sediments
SAMEA7723605	empo_0			EMP sample
SAMEA7723605	empo_1			Free-living
SAMEA7723605	empo_2			Saline
SAMEA7723605	empo_3			Sediment (saline)
SAMEA7723605	env biome	env_broad_scale	broad-scale environmental context	marine salt marsh biome
SAMEA7723605	env feature	env_local_scale	local-scale environmental context	marine benthic feature
SAMEA7723605	env package	env_package	environmental package	sediment
SAMEA7723605	env_material	env_medium	environmental medium	marine sediment
SAMEA7723605	environmental_package	env_package	environmental package	sediment
SAMEA7723605	gcms_analysis_batch			note applicable
SAMEA7723605	gcms_run_location			UCSD
SAMEA7723605	gcms_sample_name			EMP_Feces_bowen_74_s016_a03_M_251
SAMEA7723605	gcms_sequence			251
SAMEA7723605	geo loc name	geo_loc_name	geographic location	USA: Commonwealth of Massachusetts,Plum Island
SAMEA7723605	host subject id	host_subject_id	host subject id	Bowen74.sed16
SAMEA7723605	investigation type	investigation_type	investigation type	metagenome
SAMEA7723605	latitude			42.738479
SAMEA7723605	lcms_batch			1.00
SAMEA7723605	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723605	lcms_position			1G6
SAMEA7723605	lcms_replicate			no
SAMEA7723605	lcms_sample_name_cmn			1G6_2_77_bowen-74-s016-a04
SAMEA7723605	lcms_sample_name_fbmn			1G6_2_77_bowen-74-s016-a04.mzML
SAMEA7723605	lcms_sample_type			Sample
SAMEA7723605	lcms_sample_type_sub			Bulk
SAMEA7723605	longitude			-70.844888
SAMEA7723605	original sample id			Bowen74.sed16
SAMEA7723605	physical_specimen_location			UCSD Knight Lab Freezer I and Boston, MA
SAMEA7723605	physical_specimen_remaining			TRUE
SAMEA7723605	project name	project_name	project name	Plum Island sediments
SAMEA7723605	read_count_shotgun_r1			8331544.0
SAMEA7723605	read_count_shotgun_rep200			21186.0
SAMEA7723605	read_count_shotgun_woltka_uniq			6893.0
SAMEA7723605	sample name	sample_name	sample name	qiita_sid_13114:13114.bowen.74.s016
SAMEA7723605	sample type	sample_type	sample type	sediment
SAMEA7723605	sample_name_original			Bowen74.sed16
SAMEA7723605	sample_name_plus_plate			2.Bowen74.sed16
SAMEA7723605	sampling method			bulk
SAMEA7723605	songbird_train_empo_3			Test
SAMEA7723605	study_sample_number			16
SAMEA7723605	tier			1
SAMEA7723606	ENA first public			2020-12-17
SAMEA7723606	ENA last update			2020-12-15
SAMEA7723606	ENA-CHECKLIST			ERC000011
SAMEA7723606	External Id			SAMEA7723606
SAMEA7723606	INSDC center alias			UCSDMI
SAMEA7723606	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723606	INSDC first public			2020-12-17T04:08:04Z
SAMEA7723606	INSDC last update			2020-12-15T23:55:47Z
SAMEA7723606	INSDC status			public
SAMEA7723606	Submitter Id			qiita_sid_13114:13114.distel.72.s002
SAMEA7723606	alpha_shotgun_woltka_faithspd			31.999774284101928
SAMEA7723606	alpha_shotgun_woltka_min3450_faithspd			27.26956591
SAMEA7723606	alpha_shotgun_woltka_min3450_richness			70.0
SAMEA7723606	alpha_shotgun_woltka_min3450_shannon			1.6550983680000002
SAMEA7723606	alpha_shotgun_woltka_rar3450_faithspd			23.70993976
SAMEA7723606	alpha_shotgun_woltka_rar3450_richness			60.0
SAMEA7723606	alpha_shotgun_woltka_rar3450_shannon			1.65875473
SAMEA7723606	alpha_shotgun_woltka_richness			82.0
SAMEA7723606	alpha_shotgun_woltka_shannon			1.7022909571376037
SAMEA7723606	barcode_prefix			distel.72.s002
SAMEA7723606	collection_timestamp			2/12/16 0:00
SAMEA7723606	diet	diet	diet	xylophagous
SAMEA7723606	elevation	elev	elevation	0
SAMEA7723606	emp500_principal_investigator			Distel
SAMEA7723606	emp500_study_id			72
SAMEA7723606	emp500_title			Shipworm tissue and wood
SAMEA7723606	empo_0			EMP sample
SAMEA7723606	empo_1			Host-associated
SAMEA7723606	empo_2			Animal
SAMEA7723606	empo_3			Animal corpus
SAMEA7723606	env biome	env_broad_scale	broad-scale environmental context	marine biome
SAMEA7723606	env feature	env_local_scale	local-scale environmental context	host-associated habitat
SAMEA7723606	env package	env_package	environmental package	host-associated
SAMEA7723606	env_material	env_medium	environmental medium	organic material
SAMEA7723606	environmental_package	env_package	environmental package	host-associated
SAMEA7723606	gcms_analysis_batch			note applicable
SAMEA7723606	gcms_run_location			UCSD
SAMEA7723606	gcms_sample_name			EMP_Feces_distel_72_s002_a03_M_226
SAMEA7723606	gcms_sequence			226
SAMEA7723606	geo loc name	geo_loc_name	geographic location	USA: State of Washington,Puget Sound
SAMEA7723606	host body habitat	host_body_habitat	host body habitat	UBERON:adult organism
SAMEA7723606	host body product	host_body_product	host body product	UBERON:tissue
SAMEA7723606	host body site	host_tissue_sampled	host tissue sampled	UBERON:tunicate siphon
SAMEA7723606	host common name	host_common_name	host common name	feathery shipworm
SAMEA7723606	host scientific name	host	host	Bankia setacea
SAMEA7723606	host subject id	host_subject_id	host subject id	BS.1.Siphon
SAMEA7723606	host taxid	host_taxid	host taxonomy ID	693219
SAMEA7723606	investigation type	investigation_type	investigation type	metagenome
SAMEA7723606	latitude			48.08504
SAMEA7723606	lcms_batch			6.00
SAMEA7723606	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723606	lcms_position			6F1
SAMEA7723606	lcms_replicate			no
SAMEA7723606	lcms_sample_name_cmn			6F1_7_55_distel-72-s002-a04
SAMEA7723606	lcms_sample_name_fbmn			6F1_7_55_distel-72-s002-a04.mzML
SAMEA7723606	lcms_sample_type			Sample
SAMEA7723606	lcms_sample_type_sub			Bulk
SAMEA7723606	longitude			-123.036704
SAMEA7723606	original sample id			Distel72.BS.1.Siphon
SAMEA7723606	physical_specimen_location			UCSD Knight Lab Freezer I and Ocean Genome Legacy Center at Northeastern University
SAMEA7723606	physical_specimen_remaining			TRUE
SAMEA7723606	project name	project_name	project name	Shipworm parts and wood
SAMEA7723606	read_count_shotgun_r1			7084298.0
SAMEA7723606	read_count_shotgun_rep200			4574.0
SAMEA7723606	read_count_shotgun_woltka_uniq			7898.0
SAMEA7723606	sample name	sample_name	sample name	qiita_sid_13114:13114.distel.72.s002
SAMEA7723606	sample type	sample_type	sample type	shipworm siphon
SAMEA7723606	sample_name_original			Distel72.BS.1.Siphon
SAMEA7723606	sample_name_plus_plate			3.Distel72.BS.1.Siphon
SAMEA7723606	sampling method			fractionated
SAMEA7723606	songbird_train_empo_3			Train
SAMEA7723606	study_sample_number			2
SAMEA7723606	tier			1
SAMEA7723607	ENA first public			2020-12-17
SAMEA7723607	ENA last update			2020-12-15
SAMEA7723607	ENA-CHECKLIST			ERC000011
SAMEA7723607	External Id			SAMEA7723607
SAMEA7723607	INSDC center alias			UCSDMI
SAMEA7723607	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723607	INSDC first public			2020-12-17T04:08:04Z
SAMEA7723607	INSDC last update			2020-12-15T23:55:47Z
SAMEA7723607	INSDC status			public
SAMEA7723607	Submitter Id			qiita_sid_13114:13114.distel.72.s013
SAMEA7723607	alpha_shotgun_woltka_faithspd			138.82337256595994
SAMEA7723607	alpha_shotgun_woltka_min10k_faithspd			137.97584186755626
SAMEA7723607	alpha_shotgun_woltka_min10k_richness			780.0
SAMEA7723607	alpha_shotgun_woltka_min10k_shannon			5.544542733260784
SAMEA7723607	alpha_shotgun_woltka_min3450_faithspd			77.17742159999997
SAMEA7723607	alpha_shotgun_woltka_min3450_richness			425.0
SAMEA7723607	alpha_shotgun_woltka_min3450_shannon			6.526337807999999
SAMEA7723607	alpha_shotgun_woltka_rar10k_faithspd			82.4006296982941
SAMEA7723607	alpha_shotgun_woltka_rar10k_richness			463.0
SAMEA7723607	alpha_shotgun_woltka_rar10k_shannon			5.466998011072653
SAMEA7723607	alpha_shotgun_woltka_rar3450_faithspd			46.19583652
SAMEA7723607	alpha_shotgun_woltka_rar3450_richness			247.0
SAMEA7723607	alpha_shotgun_woltka_rar3450_shannon			6.415003005
SAMEA7723607	alpha_shotgun_woltka_richness			781.0
SAMEA7723607	alpha_shotgun_woltka_shannon			5.544745190189228
SAMEA7723607	barcode_prefix			distel.72.s013
SAMEA7723607	collection_timestamp			2/12/16 0:00
SAMEA7723607	diet	diet	diet	xylophagous
SAMEA7723607	elevation	elev	elevation	0
SAMEA7723607	emp500_principal_investigator			Distel
SAMEA7723607	emp500_study_id			72
SAMEA7723607	emp500_title			Shipworm tissue and wood
SAMEA7723607	empo_0			EMP sample
SAMEA7723607	empo_1			Host-associated
SAMEA7723607	empo_2			Animal
SAMEA7723607	empo_3			Animal proximal gut
SAMEA7723607	env biome	env_broad_scale	broad-scale environmental context	marine biome
SAMEA7723607	env feature	env_local_scale	local-scale environmental context	host-associated habitat
SAMEA7723607	env package	env_package	environmental package	host-associated
SAMEA7723607	env_material	env_medium	environmental medium	feces
SAMEA7723607	environmental_package	env_package	environmental package	host-associated
SAMEA7723607	geo loc name	geo_loc_name	geographic location	USA: Commonwealth of Massachusetts,Massachusetts Bay
SAMEA7723607	host body habitat	host_body_habitat	host body habitat	UBERON:feces
SAMEA7723607	host body product	host_body_product	host body product	UBERON:feces
SAMEA7723607	host body site	host_tissue_sampled	host tissue sampled	UBERON:feces
SAMEA7723607	host common name	host_common_name	host common name	blacktip shipworm
SAMEA7723607	host scientific name	host	host	Lyrodus pedicellatus
SAMEA7723607	host subject id	host_subject_id	host subject id	LP.Frass.3
SAMEA7723607	host taxid	host_taxid	host taxonomy ID	457830
SAMEA7723607	investigation type	investigation_type	investigation type	metagenome
SAMEA7723607	latitude			42.419019
SAMEA7723607	lcms_batch			6.00
SAMEA7723607	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723607	lcms_position			6E4
SAMEA7723607	lcms_replicate			no
SAMEA7723607	lcms_sample_name_cmn			6E4_7_20_distel-72-s013-a03
SAMEA7723607	lcms_sample_name_fbmn			6E4_7_20_distel-72-s013-a03.mzML
SAMEA7723607	lcms_sample_type			Sample
SAMEA7723607	lcms_sample_type_sub			Bulk
SAMEA7723607	longitude			-70.904548
SAMEA7723607	original sample id			Distel72.LP.Frass.3
SAMEA7723607	physical_specimen_location			UCSD Knight Lab Freezer I and Ocean Genome Legacy Center at Northeastern University
SAMEA7723607	physical_specimen_remaining			TRUE
SAMEA7723607	project name	project_name	project name	Shipworm parts and wood
SAMEA7723607	read_count_shotgun_r1			10200588.0
SAMEA7723607	read_count_shotgun_rep200			118397.0
SAMEA7723607	read_count_shotgun_woltka_uniq			57884.0
SAMEA7723607	sample name	sample_name	sample name	qiita_sid_13114:13114.distel.72.s013
SAMEA7723607	sample type	sample_type	sample type	shipworm feces
SAMEA7723607	sample_name_original			Distel72.LP.Frass.3
SAMEA7723607	sample_name_plus_plate			3.Distel72.LP.Frass.3
SAMEA7723607	sampling method			fractionated
SAMEA7723607	songbird_train_empo_3			Test
SAMEA7723607	study_sample_number			13
SAMEA7723607	tier			2
SAMEA7723608	ENA first public			2020-12-17
SAMEA7723608	ENA last update			2020-12-15
SAMEA7723608	ENA-CHECKLIST			ERC000011
SAMEA7723608	External Id			SAMEA7723608
SAMEA7723608	INSDC center alias			UCSDMI
SAMEA7723608	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723608	INSDC first public			2020-12-17T04:08:04Z
SAMEA7723608	INSDC last update			2020-12-15T23:55:47Z
SAMEA7723608	INSDC status			public
SAMEA7723608	Submitter Id			qiita_sid_13114:13114.distel.72.s015
SAMEA7723608	alpha_shotgun_woltka_faithspd			192.05751517888663
SAMEA7723608	alpha_shotgun_woltka_min10k_faithspd			192.03023451295257
SAMEA7723608	alpha_shotgun_woltka_min10k_richness			1105.0
SAMEA7723608	alpha_shotgun_woltka_min10k_shannon			5.19440306004812
SAMEA7723608	alpha_shotgun_woltka_min3450_faithspd			89.98673785
SAMEA7723608	alpha_shotgun_woltka_min3450_richness			441.0
SAMEA7723608	alpha_shotgun_woltka_min3450_shannon			3.024730164
SAMEA7723608	alpha_shotgun_woltka_rar10k_faithspd			80.62730454349729
SAMEA7723608	alpha_shotgun_woltka_rar10k_richness			397.0
SAMEA7723608	alpha_shotgun_woltka_rar10k_shannon			5.12857422020266
SAMEA7723608	alpha_shotgun_woltka_rar3450_faithspd			29.6597273
SAMEA7723608	alpha_shotgun_woltka_rar3450_richness			112.0
SAMEA7723608	alpha_shotgun_woltka_rar3450_shannon			2.965304381
SAMEA7723608	alpha_shotgun_woltka_richness			1106.0
SAMEA7723608	alpha_shotgun_woltka_shannon			5.194497227644719
SAMEA7723608	barcode_prefix			distel.72.s015
SAMEA7723608	collection_timestamp			2/17/16 0:00
SAMEA7723608	elevation	elev	elevation	0
SAMEA7723608	emp500_principal_investigator			Distel
SAMEA7723608	emp500_study_id			72
SAMEA7723608	emp500_title			Shipworm tissue and wood
SAMEA7723608	empo_0			EMP sample
SAMEA7723608	empo_1			Free-living
SAMEA7723608	empo_2			Non-saline
SAMEA7723608	empo_3			Surface (non-saline)
SAMEA7723608	env biome	env_broad_scale	broad-scale environmental context	marine biome
SAMEA7723608	env feature	env_local_scale	local-scale environmental context	host-associated habitat
SAMEA7723608	env package	env_package	environmental package	misc environment
SAMEA7723608	env_material	env_medium	environmental medium	wood
SAMEA7723608	environmental_package	env_package	environmental package	host-associated
SAMEA7723608	geo loc name	geo_loc_name	geographic location	USA: Commonwealth of Massachusetts,Massachusetts Bay
SAMEA7723608	host common name	host_common_name	host common name	feathery shipworm
SAMEA7723608	host scientific name	host	host	Bankia setacea
SAMEA7723608	host subject id	host_subject_id	host subject id	Wood.2.BS
SAMEA7723608	host taxid	host_taxid	host taxonomy ID	693219
SAMEA7723608	investigation type	investigation_type	investigation type	metagenome
SAMEA7723608	latitude			42.419019
SAMEA7723608	lcms_batch			3.00
SAMEA7723608	lcms_extraction_protocol			Filter_201901_UCSD
SAMEA7723608	lcms_position			3G11
SAMEA7723608	lcms_replicate			no
SAMEA7723608	lcms_sample_name_cmn			3G11_7_2_distel-72-s015-a03
SAMEA7723608	lcms_sample_name_fbmn			3G11_7_2_distel-72-s015-a03.mzML
SAMEA7723608	lcms_sample_type			Sample
SAMEA7723608	lcms_sample_type_sub			Filter
SAMEA7723608	longitude			-70.904548
SAMEA7723608	original sample id			Distel72.Wood.2.BS
SAMEA7723608	physical_specimen_location			UCSD Knight Lab Freezer I and Ocean Genome Legacy Center at Northeastern University
SAMEA7723608	physical_specimen_remaining			TRUE
SAMEA7723608	project name	project_name	project name	Shipworm parts and wood
SAMEA7723608	read_count_shotgun_r1			14357614.0
SAMEA7723608	read_count_shotgun_rep200			806333.0
SAMEA7723608	read_count_shotgun_woltka_uniq			283810.0
SAMEA7723608	sample name	sample_name	sample name	qiita_sid_13114:13114.distel.72.s015
SAMEA7723608	sample type	sample_type	sample type	wood
SAMEA7723608	sample_name_original			Distel72.Wood.2.BS
SAMEA7723608	sample_name_plus_plate			5.Distel72.Wood.2.BS
SAMEA7723608	sampling method			fractionated
SAMEA7723608	songbird_train_empo_3			Test
SAMEA7723608	study_sample_number			15
SAMEA7723608	tier			2
